,SMILES,Primary,Score,Confirmatory
48,Brc1c(OCc2nc(-c3ccncc3)no2)ccc2ccccc12,0,0.0,
49,Brc1cc(-c2ccccc2)ccc1OCc1cn2cccnc2n1,0,0.0,
50,Brc1cc(/C=N\n2cnnc2)cc2cccnc12,0,0.0,
51,Brc1cc(Br)c2[nH]c3c(Br)cc(Br)cc3c2c1,0,0.0,
52,Brc1cc(Br)c2c(c1)C=C1CCCCC1(N1CCOCC1)O2,0,0.0,
53,Brc1cc(Br)c2c(c1)C=C1CCCCCC1(N1CCOCC1)O2,0,0.0,
54,Brc1cc(Br)c2nc(-c3ccccc3)c(-c3ccccc3)nc2c1,0,0.0,
55,Brc1cc(Br)c2nc(-c3ccccc3)cn2c1,0,2.0,
56,Brc1cc(Br)c2nc3[nH]c4ccc(Br)cc4c3nc2c1,0,0.0,
57,Brc1cc(Br)c2ncc(-c3ccc4ccccc4n3)cc2c1,0,6.0,
58,Brc1cc(C2CCCCC2)ccc1OCCCCCN1CCOCC1,0,0.0,
59,Brc1cc2c(cc1/C=N/Nc1ccccc1)OCO2,0,0.0,
60,Brc1cc2c(cc1Br)OCCOCCOCCO2,0,0.0,
61,Brc1cc2c(cc1Br)OCCOCCOCCOCCO2,0,7.0,
62,Brc1cc2c(cc1Br)OCCOCCOCCOCCOCCO2,0,0.0,
63,Brc1cc2c(cc1Br)OCCOc1cc(Br)c(Br)cc1OCCOCCO2,0,0.0,
64,Brc1cc2c(cc1COn1nnc3ccccc31)OCO2,0,0.0,
65,Brc1ccc(-c2[nH]c(C3CC=CCC3)nc2-c2ccccc2)cc1,0,13.0,
66,Brc1ccc(-c2c[n+]3c(n2-c2ccccc2)SCC3)cc1,0,0.0,
67,Brc1ccc(-c2c[n+]3c(n2Cc2ccccc2)SCCC3)cc1,0,7.0,
68,Brc1ccc(-c2cc(-c3ccc4ccccc4c3)nc(-c3ccc4ccccc4c3)c2)cc1,0,6.0,
69,Brc1ccc(-c2cc(-c3ccccc3)c3cc(Br)ccc3n2)cc1,0,4.0,
70,Brc1ccc(-c2cc(-c3ccccc3)nc(-c3ccccc3)c2)cc1,0,5.0,
71,Brc1ccc(-c2cc(-c3ccccc3)nc(-c3ccccc3)n2)cc1,0,34.0,
72,Brc1ccc(-c2cc3ccccc3[nH]2)cc1,0,6.0,
73,Brc1ccc(-c2cc3ccccn3c2)cc1,0,0.0,
74,Brc1ccc(-c2ccc(/C=C/c3nc4ccccc4o3)o2)cc1,0,0.0,
75,Brc1ccc(-c2ccc(C3CCCCC3)cn2)cc1,0,4.0,
76,Brc1ccc(-c2ccc(C3Nc4ccccc4C(c4ccccc4)(c4ccccc4)O3)o2)cc1,0,0.0,
77,Brc1ccc(-c2ccc(CNc3nc4ccccc4[nH]3)o2)cc1,0,11.0,
78,Brc1ccc(-c2ccc(Cc3ccc(-c4ccc(Br)cc4)o3)o2)cc1,0,7.0,
79,Brc1ccc(-c2ccc(SCc3ccccn3)nn2)cc1,0,0.0,
80,Brc1ccc(-c2ccc3nnc(SCc4ccccn4)n3n2)cc1,0,16.0,
81,Brc1ccc(-c2ccc3nnc(SCc4cccnc4)n3n2)cc1,0,11.0,
82,Brc1ccc(-c2ccnc3cc(-c4ccccc4)nn23)cc1,0,4.0,
83,Brc1ccc(-c2cn(-c3ccccc3)c3[n+]2CCCS3)cc1,0,2.0,
84,Brc1ccc(-c2cn3c4ccccc4nc3n2CCCN2CCCCC2)cc1,0,5.0,
85,Brc1ccc(-c2cn3c4ccccc4nc3n2CCCNC2CCCCC2)cc1,0,0.0,
86,Brc1ccc(-c2cn3c4ccccc4nc3n2CCN2CCCCC2)cc1,0,4.0,
87,Brc1ccc(-c2cn3c4ccccc4nc3n2CCN2CCOCC2)cc1,0,0.0,
88,Brc1ccc(-c2cn3c4ccccc4nc3n2CCNC2CCCCC2)cc1,0,0.0,
89,Brc1ccc(-c2cn3ccccc3n2)s1,0,0.0,
90,Brc1ccc(-c2cn3cccnc3n2)cc1,0,0.0,
91,Brc1ccc(-c2cn3nc(-c4ccccc4)c(-c4ccccc4)nc3n2)cc1,0,4.0,
92,Brc1ccc(-c2cn3nc4c(nc3n2)CCCC4)cc1,0,0.0,
93,Brc1ccc(-c2cnc3ccccc3n2)cc1,0,2.0,
94,Brc1ccc(-c2cnc3n2CCCCC3)cc1,0,17.0,
95,Brc1ccc(-c2cnnc(N3CCCC3)n2)cc1,0,3.0,
96,Brc1ccc(-c2csc(-c3cc4c(ccc5ccccc54)oc3=Nc3ccccc3)n2)cc1,0,1.0,
97,Brc1ccc(-c2csc(/N=C/N3CCCC3)n2)cc1,0,4.0,
98,Brc1ccc(-c2csc(/N=C/N3CCCCC3)n2)cc1,0,5.0,
99,Brc1ccc(-c2csc(/N=C/N3CCOCC3)n2)cc1,0,1.0,
100,Brc1ccc(-c2csc(=NCc3ccccc3)n2-c2ccccc2)cc1,0,5.0,
101,Brc1ccc(-c2csc(=Nc3ccccc3)n2Cc2ccccc2)cc1,0,1.0,
102,Brc1ccc(-c2csc(N/N=C/c3cccnc3)n2)cc1,0,0.0,
103,Brc1ccc(-c2csc(N3CCC(Cc4ccccc4)CC3)n2)cc1,0,2.0,
104,Brc1ccc(-c2csc(N3CCCC3)n2)cc1,0,2.0,
105,Brc1ccc(-c2csc(N3CCCCC3)n2)cc1,0,9.0,
106,Brc1ccc(-c2csc(N3CCCCC3)n2)s1,0,0.0,
107,Brc1ccc(-c2csc(N3CCN(C(c4ccccc4)c4ccccc4)CC3)n2)cc1,0,0.0,
108,Brc1ccc(-c2csc(N3CCc4ccccc4C3)n2)cc1,0,10.0,
109,Brc1ccc(-c2csc(N3N=C(c4ccccc4)CC3c3ccccc3)n2)cc1,0,0.0,
110,Brc1ccc(-c2csc(NN=C3CCCC3)n2)cc1,0,0.0,
111,Brc1ccc(-c2csc(Nc3ccc4c(c3)OCO4)n2)cc1,0,11.0,
112,Brc1ccc(-c2csc(Nc3ncccn3)n2)cc1,0,6.0,
113,Brc1ccc(-c2nc(-c3ccc(Br)cc3)c(-c3ccccc3Br)[nH]2)cc1,0,6.0,
114,Brc1ccc(-c2nc(-c3ccccc3)[nH]c2-c2ccc(Br)cc2)cc1,0,0.0,
115,Brc1ccc(-c2nc(-c3ccccc3)c(-c3ccc(-c4ccccc4)cc3)[nH]2)cc1,0,5.0,
116,Brc1ccc(-c2nc(-c3ccccc3)c(-c3ccc(Oc4ccccc4)cc3)[nH]2)cc1,0,8.0,
117,Brc1ccc(-c2nc(-c3ccccc3)c(-c3ccc(Sc4ccccc4)cc3)[nH]2)cc1,0,6.0,
118,Brc1ccc(-c2nc(-c3ccccc3)nc(-c3ccccc3)n2)cc1,0,9.0,
119,Brc1ccc(-c2nc(-c3ccccn3)no2)cc1,0,3.0,
120,Brc1ccc(-c2nc(-c3cccnc3)no2)cc1,0,12.0,
121,Brc1ccc(-c2nc(-c3ccncc3)no2)cc1,0,1.0,
122,Brc1ccc(-c2nc(Cc3ccccc3)no2)cc1,0,0.0,
123,Brc1ccc(-c2nc(Cc3nc(-c4ccc(-c5ccccc5)cc4)cs3)cs2)cc1,0,0.0,
124,Brc1ccc(-c2nc(N3CCC(Cc4ccccc4)CC3)c3ccccc3n2)cc1,0,0.0,
125,Brc1ccc(-c2nc(N3CCCC3)c3ccccc3n2)cc1,0,0.0,
126,Brc1ccc(-c2nc(N3CCCCCC3)c3ccccc3n2)cc1,0,8.0,
127,Brc1ccc(-c2nc(N3CCN(c4ccccc4)CC3)c3ccccc3n2)cc1,0,3.0,
128,Brc1ccc(-c2nc(N3CCNCC3)c3ccccc3n2)cc1,0,2.0,
129,Brc1ccc(-c2nc(NC3CCN(Cc4ccccc4)CC3)c3ccccc3n2)cc1,0,0.0,
130,Brc1ccc(-c2nc(NCCC3=CCCCC3)c3ccccc3n2)cc1,0,6.0,
131,Brc1ccc(-c2nc(NCc3ccccc3)c3ccccc3n2)cc1,0,6.0,
132,Brc1ccc(-c2nc3cc(Cc4ccc5oc(-c6ccc(Br)cc6)nc5c4)ccc3o2)cc1,0,8.0,
133,Brc1ccc(-c2nc3ccccc3[nH]2)o1,0,15.0,
134,Brc1ccc(-c2nc3ccccc3c3nc4ccccc4n23)cc1,0,0.0,
135,Brc1ccc(-c2nc3ccccc3c3nncn23)cc1,0,4.0,
136,Brc1ccc(-c2nc3ccccc3nc2-c2ccc(Br)cc2)cc1,0,7.0,
137,Brc1ccc(-c2nc3ccccc3nc2-c2ccccc2)cc1,0,0.0,
138,Brc1ccc(-c2nc3ccccn3c2Sc2ccccc2)cc1,0,1.0,
139,Brc1ccc(-c2nc3ncccn3c2Nc2ccc3c(c2)OCCO3)o1,0,6.0,
140,Brc1ccc(-c2ncc(-c3ccccc3)nn2)cc1,0,0.0,
141,Brc1ccc(-c2ncc3ccccn23)cc1,0,15.0,
142,Brc1ccc(-c2ncnn2-c2ccc(Br)nc2)cc1,0,4.0,
143,Brc1ccc(-c2nn(-c3ccccc3)cc2-c2nc3ccccc3[nH]2)cc1,0,4.0,
144,Brc1ccc(-c2nn3c(-c4ccccc4)cn4c3c2CCCC4)cc1,0,0.0,
145,Brc1ccc(-c2nn3c(-c4ccccc4)nnc3s2)cc1,0,10.0,
146,Brc1ccc(-c2nn3c(Cc4ccccc4)nnc3s2)o1,0,0.0,
147,Brc1ccc(-c2nn[nH]n2)cc1,0,0.0,
148,Brc1ccc(-c2nnc(-c3ccccc3)o2)cc1,0,0.0,
149,Brc1ccc(-c2nnc(SCCC3OCCCO3)o2)cc1,0,0.0,
150,Brc1ccc(-c2nnc3ccc(N/N=C\c4cccnc4)nn23)cc1,0,1.0,
151,Brc1ccc(-c2nnc3ccc(N4CCCCC4)nn23)cc1,0,0.0,
152,Brc1ccc(-c2nnc3ccc(Nc4ccccc4)nn23)cc1,0,0.0,
153,Brc1ccc(-c2nnc3ccc4ccccc4n23)cc1,0,4.0,
154,Brc1ccc(-c2nnc3n2CCC3)cc1,0,3.0,
155,Brc1ccc(-c2nnc3n2CCCCC3)cc1,0,0.0,
156,Brc1ccc(-c2nnc3sc(CN4CCC5(CC4)OCCO5)cn23)cc1,0,8.0,
157,Brc1ccc(-c2nnc3sc(CN4CCCCC4)cn23)cc1,1,52.0,
158,Brc1ccc(-c2nnc3sc(CN4CCCCCC4)cn23)cc1,0,0.0,
159,Brc1ccc(-c2nnc3sc(CN4CCOCC4)cn23)cc1,0,10.0,
160,Brc1ccc(-c2nnc3sc(CNC4CCCC4)cn23)cc1,0,0.0,
161,Brc1ccc(-c2nnc3sc(CNCCc4ccccc4)cn23)cc1,0,7.0,
162,Brc1ccc(-c2nnc3sc(CNCc4ccc5c(c4)OCO5)cn23)cc1,0,4.0,
163,Brc1ccc(-c2nnc3sc(CNCc4ccccc4)cn23)cc1,0,5.0,
164,Brc1ccc(-c2nnc3sc(CNCc4ccco4)cn23)cc1,0,0.0,
165,Brc1ccc(-c2nnn(CN3CCCCC3)n2)cc1,0,0.0,
166,Brc1ccc(-c2noc(-c3cccc(Br)c3)n2)cc1,0,0.0,
167,Brc1ccc(-c2noc(-c3cccc(I)c3)n2)cc1,0,0.0,
168,Brc1ccc(-c2noc(-c3ccccc3Br)n2)cc1,0,6.0,
169,Brc1ccc(-c2noc(-c3cccs3)n2)cc1,0,0.0,
170,Brc1ccc(-c2noc(C34CC5CC(CC(C5)C3)C4)n2)cc1,0,3.0,
171,Brc1ccc(-c2noc(C3CCCCC3)n2)cc1,0,2.0,
172,Brc1ccc(-c2noc(C3CCCCC3)n2)o1,0,1.0,
173,Brc1ccc(-c2noc(CCc3ccccc3)n2)o1,0,0.0,
174,Brc1ccc(-n2cc(-c3ccccc3)c3c(N4CCC(Cc5ccccc5)CC4)ncnc32)cc1,0,0.0,
175,Brc1ccc(-n2cc(-c3ccccc3)c3c(N4CCC5(CC4)OCCO5)ncnc32)cc1,0,0.0,
176,Brc1ccc(-n2cc(-c3ccccc3)c3c(N4CCCC4)ncnc32)cc1,0,0.0,
177,Brc1ccc(-n2cc(-c3ccccc3)c3c(N4CCCCC4)ncnc32)cc1,0,0.0,
178,Brc1ccc(-n2cc(-c3ccccc3)c3c(N4CCCCCC4)ncnc32)cc1,0,2.0,
179,Brc1ccc(-n2cc(-c3ccccc3)c3c(N4CCN(Cc5ccccc5)CC4)ncnc32)cc1,0,11.0,
180,Brc1ccc(-n2cc(-c3ccccc3)c3c(N4CCN(c5ccccc5)CC4)ncnc32)cc1,0,5.0,
181,Brc1ccc(-n2cc(-c3ccccc3)c3c(N4CCOCC4)ncnc32)cc1,0,5.0,
182,Brc1ccc(-n2cc(-c3ccccc3)c3c(NC4CCCC4)ncnc32)cc1,0,0.0,
183,Brc1ccc(-n2cc(-c3ccccc3)c3c(NC4CCCCC4)ncnc32)cc1,0,0.0,
184,Brc1ccc(-n2cc(-c3ccccc3)c3c(NC4CCCCCC4)ncnc32)cc1,0,7.0,
185,Brc1ccc(-n2cc(-c3ccccc3)c3c(NCC4CCCO4)ncnc32)cc1,0,0.0,
186,Brc1ccc(-n2cc(-c3ccccc3)c3c(NCCC(c4ccccc4)c4ccccc4)ncnc32)cc1,0,2.0,
187,Brc1ccc(-n2cc(-c3ccccc3)c3c(NCCC4=CCCCC4)ncnc32)cc1,0,7.0,
188,Brc1ccc(-n2cc(-c3ccccc3)c3c(NCCCN4CCOCC4)ncnc32)cc1,0,2.0,
189,Brc1ccc(-n2cc(-c3ccccc3)c3c(NCCN4CCOCC4)ncnc32)cc1,0,5.0,
190,Brc1ccc(-n2cc(-c3ccccc3)c3c(NCCc4ccccc4)ncnc32)cc1,0,12.0,
191,Brc1ccc(-n2cc(-c3ccccc3)c3c(NCc4ccc5c(c4)OCO5)ncnc32)cc1,0,6.0,
192,Brc1ccc(-n2cc(-c3ccccc3)c3c(NCc4ccccc4)ncnc32)cc1,0,2.0,
193,Brc1ccc(-n2cc(-c3ccccc3)c3c(NCc4ccccn4)ncnc32)cc1,0,6.0,
194,Brc1ccc(-n2cc(-c3ccccc3)c3c(NCc4cccnc4)ncnc32)cc1,0,7.0,
195,Brc1ccc(-n2cc(-c3ccccc3)c3c(NCc4ccco4)ncnc32)cc1,0,18.0,
196,Brc1ccc(-n2cc(-c3ccccc3)c3c(NCc4cccs4)ncnc32)cc1,0,7.0,
197,Brc1ccc(-n2cc(-c3ccccc3)c3c(NN4CCOCC4)ncnc32)cc1,0,11.0,
198,Brc1ccc(-n2cc(-c3ccncc3)cn2)cc1,0,0.0,
199,Brc1ccc(-n2cccc2)cc1,0,4.0,
200,Brc1ccc(-n2cccc2/C=N/n2cnnc2)cc1,0,0.0,
201,Brc1ccc(-n2cnnn2)c2ncccc12,0,0.0,
202,Brc1ccc(-n2cnnn2)nc1,0,0.0,
203,Brc1ccc(-n2nc(-c3ccccc3)n[n+]2-c2nn[nH]n2)cc1,0,9.0,
204,Brc1ccc(-n2nnnc2-c2ccccc2)c(Br)c1,0,26.0,
205,Brc1ccc(-n2nnnc2-c2nc3ccccc3[nH]2)cc1,0,14.0,
206,Brc1ccc(/C=C2/c3ccccc3-c3nc4ccccc4cc32)cc1,0,0.0,
207,Brc1ccc(/C=C2\CCC=C2N2CCOCC2)cc1,0,8.0,
208,Brc1ccc(/C=C2\CCCC3C2=NN(c2ccccc2)C3c2ccc(Br)cc2)cc1,0,7.0,
209,Brc1ccc(/C=N/N2CCN(Cc3ccccc3)CC2)s1,0,0.0,
210,Brc1ccc(/C=N/NC2=NCCCCC2)cc1,0,0.0,
211,Brc1ccc(/C=N/Nc2cc(N3CCOCC3)nc(N3CCOCC3)n2)cc1,0,0.0,
212,Brc1ccc(/C=N/Nc2nc3ccccc3o2)cc1,0,1.0,
213,Brc1ccc(/C=N/Nc2nc3ccccc3s2)s1,0,0.0,
214,Brc1ccc(/C=N/Nc2nncc(-c3ccccc3)n2)o1,0,0.0,
215,Brc1ccc(/C=N/Nc2nnnn2-c2cccc3ccccc23)cc1,0,4.0,
216,Brc1ccc(/C=N/n2cnnc2)cc1,0,13.0,
217,Brc1ccc(Br)c2cnccc12,0,11.0,
218,Brc1ccc(C#Cc2cccs2)cc1,0,6.0,
219,Brc1ccc(C(N2CCOCC2)N2CCOCC2)cc1,0,7.0,
220,Brc1ccc(C2=CC(c3ccc(Br)cc3)n3nnnc3N2)cc1,0,8.0,
221,Brc1ccc(C2=CC(c3cccc(Br)c3)n3ncnc3N2)cc1,0,7.0,
222,Brc1ccc(C2=CC(c3cccc(Br)c3)n3nnnc3N2)cc1,0,1.0,
223,Brc1ccc(C2=CC(c3ccccc3)n3nnnc3N2)cc1,0,3.0,
224,Brc1ccc(C2=CC(c3ccco3)n3ncnc3N2)cc1,0,8.0,
225,Brc1ccc(C2=CC(c3ccco3)n3nnnc3N2)cc1,0,2.0,
226,Brc1ccc(C2=CC(c3cccs3)n3c(nc4ccccc43)N2)s1,0,1.0,
227,Brc1ccc(C2=CC(c3cccs3)n3ncnc3N2)cc1,0,11.0,
228,Brc1ccc(C2=CCn3nnnc3N2)cc1,0,0.0,
229,Brc1ccc(C2=CN3CCN=C3S2)cc1,0,13.0,
230,Brc1ccc(C2=CSC(c3ccccc3)=NN2)cc1,0,3.0,
231,Brc1ccc(C2=CSC3=NCCN23)s1,0,8.0,
232,Brc1ccc(C2=NN(c3nc(-c4ccccc4)c4cc(Br)ccc4n3)C(c3ccc(Br)cc3)C2)cc1,0,7.0,
233,Brc1ccc(C2=NN(c3nc(-c4ccccc4)c4ccccc4n3)C(c3ccc(Br)cc3)C2)cc1,0,11.0,
234,Brc1ccc(C2=NN3C(C2)c2ccccc2OC3c2ccc(OCc3ccccc3)cc2)cc1,0,0.0,
235,Brc1ccc(C2=NN3C(C2)c2ccccc2OC3c2ccccc2)cc1,0,2.0,
236,Brc1ccc(C2=NNC(c3nc4ccccc4[nH]3)C2)cc1,0,0.0,
237,Brc1ccc(C2=Nc3cccc4cccc(c34)N2)o1,0,15.0,
238,Brc1ccc(C2=Nc3ccccc3SC(c3ccccc3)C2)cc1,0,0.0,
239,Brc1ccc(C2=Nn3c(nnc3-c3ccccc3)SC2)cc1,0,7.0,
240,Brc1ccc(C2=Nn3c(nnc3-c3ccco3)SC2)cc1,0,0.0,
241,Brc1ccc(C2=Nn3cnnc3SC2)cc1,0,0.0,
242,Brc1ccc(C2C3CC=CC3c3c4c(cc5ccccc35)C3C=CCC3CN42)cc1,0,0.0,
243,Brc1ccc(C2C3CC=CC3c3cc(Br)cc4c3N2CC2CC=CC42)cc1,0,0.0,
244,Brc1ccc(C2C=C(c3ccc4c(c3)OCO4)Nc3nnnn32)cc1,0,0.0,
245,Brc1ccc(C2C=C(c3cccc(Br)c3)Nc3ncnn32)cc1,0,1.0,
246,Brc1ccc(C2C=C(c3cccc(Br)c3)Nc3nnnn32)cc1,0,0.0,
247,Brc1ccc(C2C=C(c3ccccc3)Nc3ncnn32)cc1,0,15.0,
248,Brc1ccc(C2C=C(c3cccnc3)Nc3ncnn32)cc1,0,21.0,
249,Brc1ccc(C2C=C(c3cccnc3)Nc3nnnn32)cc1,0,1.0,
250,Brc1ccc(C2C=C(c3cccs3)Nc3ncnn32)cc1,0,11.0,
251,Brc1ccc(C2C=C(c3cccs3)Nc3nnnn32)cc1,0,15.0,
252,Brc1ccc(C2CC(c3ccccc3)n3ncnc3N2)cc1,0,3.0,
253,Brc1ccc(C2CC(c3ccccc3)n3nnnc3N2)cc1,0,0.0,
254,Brc1ccc(C2CC(c3cccnc3)Nc3nnnn32)cc1,0,5.0,
255,Brc1ccc(C2CSc3c4ncnc-4ncn32)cc1,0,5.0,
256,Brc1ccc(C2N(Cc3ccccc3)CCN2Cc2ccccc2)s1,0,3.0,
257,Brc1ccc(C2N(c3ccccc3)CCN2c2ccccc2)s1,0,0.0,
258,Brc1ccc(C2Nc3c(I)cccc3C3C=CCC32)cc1,0,8.0,
259,Brc1ccc(C2Nc3ccc(Br)cc3C3C=CCC32)cc1,0,5.0,
260,Brc1ccc(C2Nc3ccc4ccccc4c3C3C=CCC32)cc1,0,0.0,
261,Brc1ccc(C2Nc3cccc4cccc(c34)N2)cc1,0,10.0,
262,Brc1ccc(C2Nc3cccc4cccc(c34)N2)o1,0,4.0,
263,Brc1ccc(C2Nc3cccc4cccc(c34)N2)s1,0,7.0,
264,Brc1ccc(C2Nc3ccccc3C(c3ccccc3)(c3ccccc3)O2)cc1,0,4.0,
265,Brc1ccc(C2Oc3ccccc3C(c3ccccc3)(c3ccccc3)O2)s1,0,17.0,
266,Brc1ccc(C2Oc3ccccc3C3CC(c4ccccc4)=NN32)cc1,0,0.0,
267,Brc1ccc(C2Oc3ccccc3C3CC(c4cccs4)=NN32)o1,0,9.0,
268,Brc1ccc(CCNc2nccc(Nc3ccncn3)n2)cc1,0,27.0,
269,Brc1ccc(CN2C3=NCCN3c3ccccc32)cc1,0,8.0,
270,Brc1ccc(CN2CCC(N3CCCCC3)CC2)cc1,0,32.0,
271,Brc1ccc(CN2CCC(c3nc(-c4ccncc4)no3)C2)cc1,0,16.0,
272,Brc1ccc(CN2CCC(c3nc4ccccc4[nH]3)CC2)cc1,0,0.0,
273,Brc1ccc(CN2CCCC(c3nc4ccc(-c5ccncc5)cc4[nH]3)C2)cc1,0,0.0,
274,Brc1ccc(CN2CCCC(c3nc4ccccc4[nH]3)C2)cc1,0,0.0,
275,Brc1ccc(CN2CCN(C/C=C/c3ccccc3)CC2)o1,0,38.0,
276,Brc1ccc(CN2CCN(Cc3ccc4c(c3)OCO4)CC2)s1,0,32.0,
277,Brc1ccc(CN2CCN(Cc3ccccc3)CC2)o1,1,43.0,
278,Brc1ccc(CN2CCN(Cc3cccnc3)CC2)cc1,1,66.0,
279,Brc1ccc(CN2CCN(Cc3ccco3)CC2)cc1,1,67.0,
280,Brc1ccc(CN2CCN(c3ccccn3)CC2)cc1,1,41.0,
281,Brc1ccc(CN2CCN(c3ccccn3)CC2)o1,1,41.0,
282,Brc1ccc(CN2CCN(c3ccccn3)CC2)s1,0,24.0,
283,Brc1ccc(CN2CCN(c3ncccn3)CC2)cc1,1,42.0,
284,Brc1ccc(CN2CCN(c3ncccn3)CC2)s1,0,36.0,
285,Brc1ccc(CN2CCNCC2)cc1,0,6.0,
286,Brc1ccc(CN2CCOCC2)cc1,0,35.0,
287,Brc1ccc(CN2CCc3ccccc3C2)o1,0,33.0,
288,Brc1ccc(CNC23CN4CN(CN(C4)C2)C3)cc1,0,0.0,
289,Brc1ccc(CNCC2CCCO2)cc1,0,13.0,
290,Brc1ccc(CNCCc2c[nH]c3ccccc23)cc1,1,43.0,
291,Brc1ccc(CNCCc2ccc3c(c2)OCO3)cc1,0,9.0,
292,Brc1ccc(CNCc2ccc3c(c2)OCO3)cc1,0,9.0,
293,Brc1ccc(CNCc2ccncc2)cc1,0,2.0,
294,Brc1ccc(CNc2cc3c(cc2Br)OCCO3)cc1,0,4.0,
295,Brc1ccc(CNc2ccc(CNc3ncn[nH]3)cc2)cc1,0,0.0,
296,Brc1ccc(CNc2ccc3[nH]ncc3c2)cc1,0,16.0,
297,Brc1ccc(CNc2ccc3c(c2)OCO3)s1,0,0.0,
298,Brc1ccc(CNc2ccc3c(c2)ncn3-c2ccccc2)cc1,0,0.0,
299,Brc1ccc(CNc2nc3ccccc3n2CCN2CCOCC2)cc1,0,0.0,
300,Brc1ccc(CNc2nccc(Nc3ccncn3)n2)cc1,0,5.0,
301,Brc1ccc(COn2nnc3ccccc32)cc1,0,9.0,
302,Brc1ccc(CSc2ccc(-c3cccs3)nn2)cc1,0,0.0,
303,Brc1ccc(CSc2ccc(-n3ccnc3)nn2)cc1,0,3.0,
304,Brc1ccc(CSc2cccc3cccnc23)cc1,0,0.0,
305,Brc1ccc(CSc2nc3ccccc3[nH]2)c(Br)c1,0,1.0,
306,Brc1ccc(CSc2nccn2Cc2ccccc2)cc1,0,0.0,
307,Brc1ccc(CSc2ncn[nH]2)cc1,0,0.0,
