,SMILES,False positives,True positives,FP - TracIn_test,TP - TracIn_test,Score - TracIn_test,FP - TracIn_test_pos,TP - TracIn_test_pos,Score - TracIn_test_pos,FP - TracIn_self,TP - TracIn_self,Score - TracIn_self,FP - score,TP - score,Score - score,FP - filter,TP - filter,Score - filter
18,C=CCOn1c(=O)c(=O)n(OCc2ccccc2)c2ccccc21,1.0,0.0,0.0,0.0,-29.455366134643555,0.0,0.0,-43.626094818115234,0.0,0.0,-483.5929260253906,0.0,0.0,11.346660203845948,0.0,1.0,0.0
19,C=CCSc1nc(N)c(C(=O)Nc2ccccc2C)cc1C(N)=O,1.0,0.0,1.0,0.0,-34.08346176147461,1.0,0.0,-50.586483001708984,1.0,0.0,-730.3798828125,0.0,0.0,13.29487327456853,0.0,1.0,0.0
20,C=CCSc1nc2ccccc2[nH]1,1.0,0.0,0.0,0.0,-31.175411224365234,0.0,0.0,-46.204490661621094,0.0,0.0,-475.57586669921875,0.0,0.0,14.217276625899364,0.0,1.0,0.0
21,C=CCSc1nnc2c(n1)OC(c1cccnc1)N(C(C)=O)c1ccccc1-2,-0.0,1.0,0.0,0.0,-31.038326263427734,0.0,0.0,-46.005943298339844,0.0,0.0,-547.9124145507812,0.0,0.0,18.76636852091287,0.0,1.0,0.0
22,C=CCc1ccc(OCC(O)CN2CCCCC2C)c(OC)c1,1.0,0.0,0.0,0.0,-9.784314155578613,0.0,0.0,-14.209258079528809,0.0,0.0,-46.91535949707031,0.0,0.0,10.952649482135808,0.0,1.0,0.0
23,C=CCc1ccc(OCCCCCN2CCOCC2)c(OC)c1,-0.0,1.0,0.0,0.0,-12.010262489318848,0.0,0.0,-17.520248413085938,0.0,0.0,-56.717281341552734,0.0,0.0,31.937743060029995,0.0,1.0,0.0
24,C=CCc1ccccc1OCC(O)CN(C(C)C)C(C)C,-0.0,1.0,0.0,0.0,-21.963348388671875,0.0,0.0,-32.39328384399414,0.0,0.0,-209.2611083984375,0.0,0.0,8.795073294016346,0.0,1.0,0.0
25,C=CCc1ccccc1OCCCCN1CCCC1,-0.0,1.0,0.0,1.0,-5.78773307800293,0.0,1.0,-8.297806739807129,0.0,1.0,-22.349393844604492,0.0,0.0,15.241695228232,0.0,1.0,0.0
26,C=CCn1c(=O)c(C(=O)Nc2ccccc2C(=O)OCC)c(O)c2ccccc21,1.0,0.0,0.0,0.0,-28.03462028503418,0.0,0.0,-41.48862838745117,0.0,0.0,-370.5558166503906,0.0,0.0,11.06273321208048,0.0,1.0,0.0
27,C=CCn1c(=S)[nH]c2nc3c(cc2c1=O)COC(C)(C)C3,1.0,0.0,0.0,0.0,-31.902231216430664,0.0,0.0,-47.30348587036133,0.0,0.0,-592.9243774414062,0.0,0.0,11.868700065563347,0.0,1.0,0.0
28,C=CCn1c(COc2ccc(Cl)cc2)nnc1SCC(=O)N1CC(=O)Nc2ccccc21,1.0,0.0,0.0,0.0,-32.01881408691406,0.0,0.0,-47.482322692871094,0.0,0.0,-571.8931884765625,1.0,0.0,3.673954064294555,0.0,1.0,0.0
29,C=CCn1c(NCc2ccc(N(C)C)cc2)nc2ccccc21,1.0,0.0,0.0,0.0,-11.083292007446289,0.0,0.0,-16.14558982849121,0.0,0.0,-58.381446838378906,0.0,0.0,9.9096826523483,1.0,-0.0,1.0
30,C=CCn1c(SCC(=O)OC)nc2sc3c(c2c1=O)CCN(C)C3,-0.0,1.0,0.0,0.0,-15.980709075927734,0.0,0.0,-23.436473846435547,0.0,0.0,-83.08614349365234,0.0,0.0,23.75598081797961,0.0,1.0,0.0
31,C=CCn1c(SCCN2CCCCC2)nc2c1c(=O)[nH]c(=O)n2C,1.0,0.0,0.0,0.0,-20.992107391357422,0.0,0.0,-30.93267822265625,0.0,0.0,-178.55789184570312,0.0,0.0,11.935844648949988,0.0,1.0,0.0
32,C=CCn1c(SCc2ccccc2C#N)nnc1-c1cc(Br)ccc1O,-0.0,1.0,0.0,0.0,-32.115440368652344,0.0,0.0,-47.63056564331055,0.0,0.0,-586.4572143554688,0.0,0.0,16.8492237311772,0.0,1.0,0.0
33,CC(=NCCN1CCCCC1)c1c(O)n(Cc2ccccc2)c(=O)[nH]c1=O,1.0,0.0,0.0,0.0,-23.20430564880371,0.0,0.0,-34.24578094482422,0.0,0.0,-269.65606689453125,0.0,0.0,10.542548173108566,0.0,1.0,0.0
34,CC(=O)CC(=O)NC(=NC1CCCCC1)Nc1nc(C)cc(C)n1,1.0,0.0,0.0,0.0,-26.78204345703125,0.0,0.0,-39.5958137512207,0.0,0.0,-412.0428466796875,0.0,0.0,12.871973688597429,0.0,1.0,0.0
35,CC(=O)CC1OC(=O)C(Br)=C1NCc1ccccc1,1.0,0.0,0.0,0.0,-32.14994812011719,0.0,0.0,-47.66975784301758,0.0,0.0,-520.3057861328125,0.0,0.0,10.15739423000813,0.0,1.0,0.0
36,CC(=O)N(Cc1ccccc1)c1ccc(C(=O)O)cc1,-0.0,1.0,0.0,0.0,-33.04069519042969,0.0,0.0,-49.0091552734375,0.0,0.0,-619.7622680664062,0.0,0.0,8.803188143527855,0.0,1.0,0.0
37,CC(=O)N1CCC2(CC1)C(C#N)=C(N)Oc1n[nH]c(CSc3ccc(C)cc3)c12,1.0,0.0,0.0,0.0,-30.004241943359375,0.0,0.0,-44.45360565185547,0.0,0.0,-524.6251220703125,0.0,0.0,10.417857714043183,0.0,1.0,0.0
38,CC(=O)N1CCc2cc(Br)cc(S(=O)(=O)NCCCN3CCC(C)CC3)c21,1.0,0.0,0.0,0.0,-10.22390079498291,0.0,0.0,-14.86098575592041,0.0,0.0,-43.60275650024414,0.0,0.0,16.371745985920136,0.0,1.0,0.0
39,CC(=O)Nc1c2c(nn1-c1ccc(C)cc1C)CSC2,1.0,0.0,0.0,0.0,-32.32714080810547,0.0,0.0,-47.94241714477539,0.0,0.0,-615.9462890625,0.0,0.0,8.283095845693214,0.0,1.0,0.0
40,CC(=O)Nc1ccc(CN2CCCCCCC2)cc1,-0.0,1.0,0.0,0.0,-17.339935302734375,0.0,0.0,-25.46050262451172,0.0,0.0,-139.416015625,0.0,0.0,8.141201905663436,0.0,1.0,0.0
41,CC(=O)Nc1ccc(S(=O)(=O)N2CCN(C34CC5CC(CC(C5)C3)C4)CC2)cc1,1.0,0.0,0.0,0.0,-15.216843605041504,0.0,0.0,-22.288129806518555,0.0,0.0,-170.78823852539062,0.0,0.0,13.587749786080977,0.0,1.0,0.0
42,CC(=O)Nc1ccc(S(=O)(=O)N2CCN(c3nc(NC4CCCC4)c4ccccc4n3)CC2)cc1,-0.0,1.0,0.0,0.0,-17.311899185180664,0.0,0.0,-25.43276596069336,0.0,0.0,-191.2726287841797,0.0,0.0,12.409009931323798,0.0,1.0,0.0
43,CC(=O)Nc1cccc(NC(=O)CSc2nnc(Cc3cccn3C)n2CCc2ccccc2)c1,1.0,0.0,0.0,0.0,-29.249618530273438,0.0,0.0,-43.31888198852539,0.0,0.0,-427.26239013671875,0.0,0.0,8.007793779694262,0.0,1.0,0.0
44,CC(=O)Nc1nc(C(=O)Nc2c(C)n[nH]c2C)cs1,1.0,0.0,1.0,0.0,-35.2183723449707,1.0,0.0,-52.3718376159668,1.0,0.0,-1048.007568359375,0.0,0.0,12.674342325065757,0.0,1.0,0.0
45,CC(=O)OC(C(=O)NCc1ccco1)c1cccnc1,1.0,0.0,1.0,0.0,-34.13111114501953,1.0,0.0,-50.65805435180664,1.0,0.0,-748.0636596679688,1.0,0.0,4.180738008930322,0.0,1.0,0.0
46,CC(=O)OC[C@H]1O[C@@H](n2ncc(=O)[nH]c2=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O,1.0,0.0,1.0,0.0,-34.73466491699219,1.0,0.0,-51.59794616699219,1.0,0.0,-926.38623046875,0.0,1.0,50.419660601751794,0.0,1.0,0.0
47,CC(=O)OCc1c(COC(C)=O)[n+](=O)c2ccccc2n1[O-],1.0,0.0,1.0,0.0,-34.85581588745117,1.0,0.0,-51.796600341796875,1.0,0.0,-909.980224609375,0.0,0.0,11.532142478394675,0.0,1.0,0.0
48,CC(=O)c1cc(C)ccc1OC(=O)c1cccc2nc(C)oc12,1.0,0.0,0.0,0.0,-29.828401565551758,0.0,0.0,-44.18739318847656,0.0,0.0,-466.798583984375,0.0,0.0,19.00494509655117,0.0,1.0,0.0
49,CC(=O)c1ccc(C(C)(C)c2ccc(C(C)=O)s2)s1,-0.0,1.0,0.0,0.0,-24.786039352416992,0.0,0.0,-36.62034225463867,0.0,0.0,-303.590087890625,0.0,0.0,11.406756460799738,0.0,1.0,0.0
50,CC(=O)c1ccc(OCC(O)CN2C(C)(C)CC(O)CC2(C)C)cc1,1.0,0.0,0.0,0.0,-20.85772132873535,0.0,0.0,-30.73483657836914,0.0,0.0,-242.68307495117188,0.0,0.0,13.883315790574375,0.0,1.0,0.0
51,CC(=O)c1ccc(OCC(O)CN2C(C)CCCC2C)cc1,1.0,0.0,0.0,0.0,-11.097264289855957,0.0,0.0,-16.15876579284668,0.0,0.0,-60.702144622802734,0.0,0.0,8.55951080533946,0.0,1.0,0.0
52,CC(=O)c1cccc(NC2c3ccccc3C(=O)N2Cc2ccc3c(c2)OCO3)c1,1.0,0.0,0.0,0.0,-23.66064453125,0.0,0.0,-34.93854522705078,0.0,0.0,-304.3363342285156,0.0,0.0,13.511655682947357,0.0,1.0,0.0
53,CC(=O)c1ccccc1NS(=O)(=O)c1c(C)nn(-c2ccccc2)c1C,1.0,0.0,0.0,0.0,-30.669857025146484,0.0,0.0,-45.44907760620117,0.0,0.0,-510.0785217285156,0.0,0.0,15.154193965213636,0.0,1.0,0.0
54,CC(=O)c1ccccc1OCC(O)CN1CCN(C(c2ccccc2)c2ccccc2)CC1,-0.0,1.0,0.0,1.0,-7.176069736480713,0.0,1.0,-10.352435111999512,0.0,0.0,-44.79095458984375,0.0,1.0,36.06050394699325,0.0,1.0,0.0
55,CC(=O)c1ccccc1OCCCN1CCCCC1,-0.0,1.0,0.0,0.0,-11.529410362243652,0.0,0.0,-16.801815032958984,0.0,0.0,-56.3880615234375,0.0,0.0,10.05370963853539,0.0,1.0,0.0
56,CC(=O)c1ccccc1Oc1nc(CN2CCOCC2)nc2scc(-c3cccs3)c12,-0.0,1.0,0.0,0.0,-19.927949905395508,0.0,0.0,-29.356441497802734,0.0,0.0,-198.4378662109375,0.0,0.0,10.125073943668012,0.0,1.0,0.0
57,CC(C(=O)c1ccccc1)n1cnc2ccccc2c1=O,1.0,0.0,0.0,0.0,-29.9325008392334,0.0,0.0,-44.340728759765625,0.0,0.0,-482.9967041015625,0.0,1.0,45.9662311898368,0.0,1.0,0.0
58,CC(C)(C)C(=O)OCC1OC(n2cnc(C(N)=O)n2)C(O)C1O,1.0,0.0,1.0,0.0,-34.789424896240234,1.0,0.0,-51.681251525878906,1.0,0.0,-895.894287109375,0.0,1.0,50.2633917854445,0.0,1.0,0.0
59,CC(C)(C)N(Cc1ccccc1)C(=O)c1ccc2c(c1)OCCO2,1.0,0.0,0.0,0.0,-25.54778289794922,0.0,0.0,-37.762332916259766,0.0,0.0,-352.0924987792969,0.0,0.0,7.68723403870542,0.0,1.0,0.0
60,CC(C)(C)N=C1NC(=NC(C)(C)C)c2ccccc21,1.0,0.0,0.0,1.0,-7.942598819732666,0.0,1.0,-11.4796142578125,0.0,0.0,-76.68125915527344,0.0,0.0,28.01261353659841,0.0,1.0,0.0
61,CC(C)(C)NC(=O)Cn1c(=O)oc2cc(S(=O)(=O)N3CCc4ccccc43)ccc21,1.0,0.0,0.0,0.0,-31.333694458007812,0.0,0.0,-46.444034576416016,0.0,0.0,-544.9810791015625,0.0,0.0,10.397176440431002,0.0,1.0,0.0
62,CC(C)(C)NC(=O)Cn1ccc(=N)c2ccccc21,1.0,0.0,0.0,0.0,-28.441396713256836,0.0,0.0,-42.09419631958008,0.0,0.0,-408.88995361328125,0.0,0.0,10.79480406649484,0.0,1.0,0.0
63,CC(C)(C)P(=O)(CO)c1ccccc1,1.0,0.0,1.0,0.0,-34.3045768737793,1.0,0.0,-50.93655014038086,1.0,0.0,-798.4436645507812,0.0,0.0,10.947177755036622,0.0,1.0,0.0
64,CC(C)(C)c1[nH]nc2c1C(c1cccnc1)C(C#N)=C(N)O2,1.0,0.0,0.0,0.0,-30.105281829833984,0.0,0.0,-44.60301208496094,0.0,0.0,-586.3751220703125,0.0,0.0,18.30525958638473,0.0,1.0,0.0
65,CC(C)(C)c1cc(C(=O)NCc2ccccc2)ccn1,1.0,0.0,0.0,0.0,-30.120086669921875,0.0,0.0,-44.614295959472656,0.0,0.0,-499.94720458984375,0.0,0.0,19.018067967475496,0.0,1.0,0.0
66,CC(C)(C)c1ccc(OCC(O)CS(=O)(=O)c2ccccn2)cc1,1.0,0.0,0.0,0.0,-29.85163116455078,0.0,0.0,-44.21745681762695,0.0,0.0,-487.5941162109375,0.0,0.0,7.883103320628878,0.0,1.0,0.0
67,CC(C)(C)c1ccccc1OCC(=O)NCCC(=O)O,1.0,0.0,1.0,0.0,-34.6830940246582,1.0,0.0,-51.50859832763672,1.0,0.0,-860.599609375,0.0,0.0,12.565093265356552,0.0,1.0,0.0
68,CC(C)(C)c1cnnn1-c1ccc(NC(=O)c2ccc(Br)o2)cc1,-0.0,1.0,0.0,0.0,-31.012060165405273,0.0,0.0,-45.962833404541016,0.0,0.0,-507.77685546875,0.0,0.0,9.883251428225108,0.0,1.0,0.0
69,CC(C)(C)n1nnnc1C(c1cccs1)N(Cc1ccccc1)Cc1cccnc1,-0.0,1.0,0.0,0.0,-25.608673095703125,0.0,0.0,-37.86965560913086,0.0,0.0,-344.51092529296875,0.0,0.0,21.0420041767826,0.0,1.0,0.0
70,CC(C)(C)n1nnnc1C(c1cccs1)N(Cc1cccnc1)CC1CCCO1,-0.0,1.0,0.0,0.0,-25.150001525878906,0.0,0.0,-37.177059173583984,0.0,0.0,-344.27203369140625,0.0,0.0,25.23024030666155,0.0,1.0,0.0
71,CC(C)(O)C#CC#CCN1CCOCC1,1.0,0.0,0.0,0.0,-31.363569259643555,0.0,0.0,-46.48698043823242,0.0,0.0,-553.8238525390625,1.0,0.0,4.530974913846961,0.0,1.0,0.0
72,CC(C)=CCC/C(C)=C/CCC(C)NCCN1CCNCC1,-0.0,1.0,0.0,1.0,-5.17445182800293,0.0,1.0,-7.3917646408081055,0.0,1.0,-25.631732940673828,0.0,0.0,29.81837622046757,0.0,1.0,0.0
73,CC(C)=CCCC(C)CN(C)CCc1ccccn1,-0.0,1.0,0.0,1.0,-6.794355392456055,0.0,1.0,-9.7826566696167,0.0,1.0,-25.96773338317871,0.0,0.0,13.793774222535976,0.0,1.0,0.0
74,CC(C)CC(=O)N1CCN(C(=O)c2cccc(F)c2)CC1,1.0,0.0,0.0,0.0,-31.95865249633789,0.0,0.0,-47.374603271484375,0.0,0.0,-615.255859375,0.0,0.0,9.57215128323825,0.0,1.0,0.0
75,CC(C)CC(=O)N1CCN(S(C)(=O)=O)CC1,1.0,0.0,1.0,0.0,-34.247718811035156,1.0,0.0,-50.83808135986328,1.0,0.0,-790.6597290039062,0.0,0.0,16.16576792003377,0.0,1.0,0.0
76,CC(C)CC(NC(=O)C1CCC(C)CC1)C(=O)Nc1ccccn1,1.0,0.0,0.0,0.0,-29.685054779052734,0.0,0.0,-43.95705032348633,0.0,0.0,-481.2392578125,0.0,0.0,15.175570797355377,0.0,1.0,0.0
77,CC(C)CC(c1nnnn1C(C)(C)C)N1CCN(C2CCCC2)CC1,1.0,0.0,0.0,0.0,-22.761777877807617,0.0,0.0,-33.59632873535156,0.0,0.0,-325.497802734375,0.0,0.0,19.69721131573567,0.0,1.0,0.0
78,CC(C)CCN(C)C1CCN(S(=O)(=O)c2cccc(C(F)(F)F)c2)CC1,-0.0,1.0,0.0,0.0,-12.750701904296875,0.0,0.0,-18.620452880859375,0.0,0.0,-71.41793823242188,0.0,1.0,40.88605717222164,0.0,1.0,0.0
79,CC(C)CCNC(=O)C(C)N(Cc1ccc(F)cc1)C(=O)c1ccc(CN2CCCCC2)o1,1.0,0.0,0.0,0.0,-17.934520721435547,0.0,0.0,-26.360736846923828,0.0,0.0,-168.43939208984375,0.0,0.0,14.43971624365193,0.0,1.0,0.0
80,CC(C)CCNC(=O)Cn1c(=O)oc2cc(S(=O)(=O)N3CCc4ccccc43)ccc21,-0.0,1.0,0.0,0.0,-29.1397647857666,0.0,0.0,-43.14968490600586,0.0,0.0,-438.0728759765625,0.0,0.0,20.179789823542823,0.0,1.0,0.0
81,CC(C)CCn1c(NCCN(C)C)nc2c1c(=O)[nH]c(=O)n2C,1.0,0.0,0.0,0.0,-27.7961368560791,0.0,0.0,-41.12649154663086,0.0,0.0,-422.6329345703125,0.0,0.0,17.695579349943056,0.0,1.0,0.0
82,CC(C)COC(=O)C(C#N)c1nc2ccccc2nc1N1CCN(Cc2ccccc2)CC1,1.0,0.0,0.0,0.0,-16.591419219970703,0.0,0.0,-24.36803436279297,0.0,0.0,-172.40032958984375,1.0,0.0,5.498496828461772,0.0,1.0,0.0
83,CC(C)COc1ccc(C(=O)CCN2CCCCC2)cc1,-0.0,1.0,0.0,1.0,-8.046467781066895,0.0,1.0,-11.634862899780273,0.0,1.0,-30.493209838867188,0.0,0.0,31.75137974467716,0.0,1.0,0.0
84,CC(C)C[C@H](NC(=O)OC(C)(C)C)c1nnc(SCC(=O)Nc2ccc(Br)cc2)o1,1.0,0.0,0.0,0.0,-29.145816802978516,0.0,0.0,-43.162315368652344,0.0,0.0,-417.1443176269531,0.0,0.0,13.754127386351186,0.0,1.0,0.0
85,CC(C)Cn1c(SCC(=O)N2CCN(S(=O)(=O)c3ccccc3)CC2)nc2ccccc21,-0.0,1.0,0.0,0.0,-18.466642379760742,0.0,0.0,-27.16605567932129,0.0,0.0,-174.67576599121094,0.0,0.0,11.381669983167022,0.0,1.0,0.0
86,CC(C)Cn1cc(C(=O)NCC2CCCO2)c2c3ccccc3n(C)c2c1=O,1.0,0.0,0.0,0.0,-18.71123504638672,0.0,0.0,-27.520145416259766,0.0,0.0,-165.11904907226562,0.0,0.0,26.836145839704457,0.0,1.0,0.0
87,CC(C)N(CCCNC(=O)C1CCN(S(=O)(=O)N2CCOCC2)CC1)Cc1ccccc1,1.0,0.0,0.0,0.0,-26.323074340820312,0.0,0.0,-38.92409133911133,0.0,0.0,-405.96148681640625,0.0,0.0,16.771228434729462,0.0,1.0,0.0
88,CC(C)N1C(=O)C2ON(c3ccccc3)C(c3cccs3)C2C1=O,1.0,0.0,0.0,0.0,-25.548994064331055,0.0,0.0,-37.7576904296875,0.0,0.0,-340.5443420410156,0.0,0.0,16.874031985398094,0.0,1.0,0.0
89,CC(C)OC(=O)CSc1nnc(-c2ccc(O)cc2)n1Cc1ccccc1,1.0,0.0,0.0,0.0,-29.72389030456543,0.0,0.0,-44.03199005126953,0.0,0.0,-447.55731201171875,0.0,0.0,14.551701166910725,0.0,1.0,0.0
90,CC(C)OCCCNC(=O)c1cc2c(s1)CS(=O)(=O)C2,1.0,0.0,0.0,0.0,-33.0216064453125,0.0,0.0,-48.976715087890625,0.0,0.0,-645.2330932617188,0.0,0.0,20.84251799050544,0.0,1.0,0.0
91,CC(C)Oc1ccc(C(=O)Nc2ccc(N3CCCC3)cc2)cc1,-0.0,1.0,0.0,0.0,-16.42147445678711,0.0,0.0,-24.090375900268555,0.0,0.0,-139.79176330566406,0.0,0.0,9.277141725568496,1.0,-0.0,1.0
92,CC(C)Sc1nc(SCC(=O)NCc2ccco2)c2c3c(sc2n1)COC(C)(C)C3,1.0,0.0,0.0,0.0,-25.706972122192383,0.0,0.0,-38.01105499267578,0.0,0.0,-303.49566650390625,0.0,0.0,8.2797107941827,0.0,1.0,0.0
93,CC(C)c1ccc(N2C(=O)[C@@H]3Cc4ccccc4CN3C2=O)cc1,1.0,0.0,0.0,0.0,-25.405996322631836,0.0,0.0,-37.550086975097656,0.0,0.0,-347.5478515625,1.0,0.0,5.39847551191137,0.0,1.0,0.0
94,CC(C)c1ccc(O)c(N)c1,1.0,0.0,1.0,0.0,-33.50031661987305,1.0,0.0,-49.70761489868164,1.0,0.0,-695.7033081054688,0.0,0.0,11.578095711914123,0.0,1.0,0.0
95,CC(C)c1cccc(C(C)C)c1OCCn1ccnc1,-0.0,1.0,0.0,0.0,-18.837234497070312,0.0,0.0,-27.720064163208008,0.0,0.0,-180.39930725097656,0.0,0.0,8.776664178267385,0.0,1.0,0.0
96,CC(C)c1nc2oc3c(N4CCNCC4)ncnc3c2c2c1CCC2,-0.0,1.0,0.0,0.0,-9.800908088684082,0.0,0.0,-14.239934921264648,0.0,0.0,-97.15193176269531,0.0,0.0,12.759339577377713,0.0,1.0,0.0
97,CC(C)n1c(-c2ccco2)csc1=Nc1cccnc1,-0.0,1.0,0.0,0.0,-29.729862213134766,0.0,0.0,-44.036468505859375,0.0,0.0,-456.1619873046875,0.0,0.0,14.58893673352638,1.0,-0.0,1.0
98,CC(C)n1c(=N)c(C(=O)NCCc2ccccc2)cc2c(=O)n3ccccc3nc21,-0.0,1.0,0.0,0.0,-14.519988059997559,0.0,0.0,-21.26019287109375,0.0,0.0,-101.45654296875,0.0,0.0,18.169996637670067,0.0,1.0,0.0
99,CC(C1CC1)N(C(=O)c1ccccc1O)c1ccccc1,1.0,0.0,0.0,0.0,-31.65253257751465,0.0,0.0,-46.920066833496094,0.0,0.0,-539.4863891601562,0.0,0.0,16.088607293821497,0.0,1.0,0.0
100,CC(CCN(C)C)OC(=O)c1ccc(C(C)c2ccccc2)o1,-0.0,1.0,0.0,0.0,-9.570059776306152,0.0,0.0,-13.895282745361328,0.0,1.0,-30.715152740478516,0.0,0.0,19.672634914357964,0.0,1.0,0.0
101,CC(CCc1ccc(O)cc1)N(C)CCc1ccccc1,-0.0,1.0,0.0,1.0,-7.155630111694336,0.0,1.0,-10.318122863769531,0.0,1.0,-25.466224670410156,0.0,0.0,13.650906500564815,0.0,1.0,0.0
102,CC(CN(C)Cc1ccccc1)OC(=O)c1ccc2c(c1)OCCO2,-0.0,1.0,0.0,1.0,-6.187101364135742,0.0,1.0,-8.887418746948242,0.0,1.0,-21.38394546508789,0.0,0.0,14.146376026453112,0.0,1.0,0.0
103,CC(CN1CCCCC1)OC(=O)c1cc2ccccc2o1,-0.0,1.0,0.0,1.0,-8.16916275024414,0.0,1.0,-11.817424774169922,0.0,1.0,-27.358623504638672,0.0,0.0,21.34100160335515,0.0,1.0,0.0
104,CC(CN1CCCCC1)OC(=O)c1ccc2c(c1)OCO2,1.0,0.0,0.0,0.0,-9.410140991210938,0.0,0.0,-13.653306007385254,0.0,0.0,-51.30319595336914,0.0,0.0,12.075791025097002,0.0,1.0,0.0
105,CC(Cc1cccs1)NC(=O)Nc1ccccc1,1.0,0.0,0.0,0.0,-31.94489097595215,0.0,0.0,-47.351707458496094,0.0,0.0,-528.2128295898438,0.0,0.0,14.110253353484747,0.0,1.0,0.0
