,SMILES,False positives,True positives,FP - mvsa,TP - mvsa,Score - mvsa,FP - Catboost_self,TP - Catboost_self,Score - Catboost_self,FP - Catboost_test,TP - Catboost_test,Score - Catboost_test,FP - score,TP - score,Score - score,FP - filter,TP - filter,Score - filter
14,C#CCOCCOCCOCCNc1nc(N2CCN(C(=O)[C@H](CO)n3cc([C@@H](N)C(C)C)nn3)CC2)nc(N2CCN(C(=O)[C@H](CCCCN)n3cc([C@@H](N)[C@H](C)CC)nn3)CC2)n1,1.0,0.0,0.0,0.0,73.34463563747566,0.0,1.0,-0.048481161553801076,0.0,1.0,-0.03085589252462625,0.0,0.0,60.0,0.0,1.0,0.0
15,C#CCOCCOCCOCCNc1nc(N2CCN(C(=O)[C@H](CCCCN)n3cc([C@@H](N)C(C)CC)nn3)CC2)nc(N2CCN(C(=O)[C@H](Cc3ccc(O)cc3)n3cc([C@@H](N)CC(C)C)nn3)CC2)n1,1.0,0.0,0.0,0.0,76.40458626610587,0.0,0.0,-0.06843315570774136,0.0,0.0,-0.045229710812320766,0.0,1.0,91.0,0.0,1.0,0.0
16,C(#Cc1ccccc1)C[N+]1(CC#Cc2cccc3ccccc23)CCCC1,-0.0,1.0,0.0,0.0,81.1778925396359,0.0,0.0,-0.2738407195440623,0.0,0.0,-0.22310228085550995,0.0,0.0,65.0,0.0,1.0,0.0
17,C/C(=N\NC(=O)c1nnn(-c2nonc2N)c1CN1CCC(C)CC1)c1ccc(Br)cc1,1.0,0.0,1.0,0.0,99.21815207821332,0.0,0.0,-0.24362044915398776,0.0,0.0,-0.17445405148163853,0.0,0.0,71.0,0.0,1.0,0.0
18,C1CCCCCC(NCCN2CCNCC2)CCCCC1,-0.0,1.0,0.0,0.0,82.12369100417133,0.0,0.0,-0.062421518990710335,0.0,0.0,-0.06304156761872576,0.0,0.0,64.0,0.0,1.0,0.0
19,C=C1[C@@H](OC(C)=O)[C@]23C[C@@H]1[C@@H](OC(C)=O)CC2[C@]12C4C[C@H]3[C@H]1N(CC)C[C@]4(C)CC[C@@H]2O,1.0,0.0,0.0,0.0,97.47145140221346,0.0,0.0,-0.13401713584814764,0.0,0.0,-0.14268591388429244,0.0,0.0,78.0,0.0,1.0,0.0
20,C=CC(=C)CC(NC)c1ccccc1,1.0,0.0,1.0,0.0,98.35102194921559,0.0,0.0,-0.2896662385890593,0.0,0.0,-0.2262634684624218,0.0,0.0,58.0,0.0,1.0,0.0
21,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ncc2Cl)c1,1.0,0.0,0.0,0.0,70.87039365909109,0.0,1.0,-0.04804387216996041,0.0,0.0,-0.04018031350436926,0.0,1.0,94.0,0.0,1.0,0.0
22,C=CCN1CCc2nc(N)sc2CC1,-0.0,1.0,0.0,0.0,79.29174050669721,0.0,0.0,-0.18892282431982904,0.0,0.0,-0.15453659608600512,0.0,0.0,66.0,0.0,1.0,0.0
23,C=CCNc1nc(NCc2cccc(OC)c2)c2sc(-c3ccccc3)cc2n1,1.0,0.0,0.0,0.0,93.70004245148334,0.0,0.0,-0.06567823077601932,0.0,0.0,-0.066584435415727,0.0,0.0,82.0,0.0,1.0,0.0
24,C=CC[N@@+]12CC[C@]34c5ccccc5N5/C=C6\C7N(/C=C(\C53)[C@@H](C[C@@H]41)/C(=C/CO)C2)c1ccccc1[C@@]71CC[N@@+]2(CC=C)C/C(=C\CO)[C@@H]6C[C@@H]12,-0.0,1.0,0.0,0.0,73.5810314170236,0.0,0.0,-0.21152003129137717,0.0,0.0,-0.16380280000561667,0.0,0.0,69.0,0.0,1.0,0.0
25,CC(=O)C1CCC2C3CC=C4CC(SC(=N)N)CCC4(C)C3CCC12C,-0.0,1.0,0.0,0.0,84.39130732038079,0.0,0.0,-0.2810711596076301,0.0,0.0,-0.21751712787338293,1.0,0.0,50.0,0.0,1.0,0.0
26,CC(=O)N(CCN(C)C)c1nc2cc3c(cc2s1)OCCO3,-0.0,1.0,0.0,0.0,87.09998921383229,1.0,0.0,-0.4207992638714186,1.0,0.0,-0.267229130848835,0.0,0.0,55.0,0.0,1.0,0.0
27,CC(=O)N1CCN(c2ccc(N)cc2)CC1,1.0,0.0,0.0,0.0,85.56661786052454,0.0,0.0,-0.2916168930852304,1.0,0.0,-0.2703824810698944,0.0,0.0,57.0,1.0,-0.0,1.0
28,CC(=O)Nc1cc(-c2ccc(N3CCN(C)CC3)cc2)cn2c(-c3ccc(S(C)(=O)=O)cc3)cnc12,-0.0,1.0,0.0,0.0,78.16720640202213,0.0,0.0,-0.26482799894482567,0.0,0.0,-0.21029807962882652,0.0,0.0,73.0,0.0,1.0,0.0
29,CC(=O)Nc1cc(-c2ccc(N3CCN(C)CC3)cc2)cn2c(-c3cccc(C(=O)N(C)C)c3)cnc12,-0.0,1.0,0.0,1.0,48.12794554078428,0.0,0.0,-0.14766090528064144,0.0,0.0,-0.11898892993137129,0.0,0.0,79.0,0.0,1.0,0.0
30,CC(=O)Nc1cc(-c2ccc(N3CCN(C)CC3)cc2)cn2c(-c3cccc(C(C)=O)c3)cnc12,-0.0,1.0,0.0,1.0,51.70062503893467,0.0,0.0,-0.1554707062223588,0.0,0.0,-0.12225045484353363,0.0,0.0,69.0,0.0,1.0,0.0
31,CC(=O)Nc1cc(-c2cccc(C(=O)NCCN(C)C)c2)cn2c(-c3ccc(C(C)=O)cc3)cnc12,-0.0,1.0,0.0,1.0,20.278142358278735,0.0,0.0,-0.08010875182412881,0.0,0.0,-0.07739833540937892,0.0,0.0,70.0,0.0,1.0,0.0
32,CC(=O)Nc1cc(-c2cccc(C(=O)NCCN(C)C)c2)cn2c(-c3ccc(S(C)(=O)=O)cc3)cnc12,-0.0,1.0,0.0,0.0,59.453817943342685,0.0,0.0,-0.08845243661040253,0.0,0.0,-0.08551869755932395,0.0,1.0,92.0,0.0,1.0,0.0
33,CC(=O)Nc1cc(-c2cccc(C(=O)NCCN(C)C)c2)cn2c(-c3cccc(C(F)(F)F)c3)cnc12,-0.0,1.0,0.0,1.0,47.66111707455007,0.0,0.0,-0.08196893879028055,0.0,0.0,-0.07678972226354762,0.0,0.0,85.0,0.0,1.0,0.0
34,CC(=O)Nc1cc(-c2cccc(C(=O)NCCN(C)C)c2)cn2c(-c3ccccc3)cnc12,-0.0,1.0,0.0,1.0,23.752842566019154,0.0,0.0,-0.0929089330181352,0.0,0.0,-0.08782110143639824,0.0,1.0,90.0,0.0,1.0,0.0
35,CC(=O)Nc1ccc(Nc2c3ccccc3nc3ccccc23)cc1,-0.0,1.0,0.0,0.0,91.85495871804687,0.0,0.0,-0.2707426022302928,0.0,0.0,-0.2297345864328066,0.0,1.0,91.0,1.0,-0.0,1.0
36,CC(=O)Nc1cccc(-c2cc(N3CCN(CCO)CC3)n3nccc3n2)c1,-0.0,1.0,0.0,0.0,87.59943799765661,0.0,0.0,-0.27409643778753107,1.0,0.0,-0.28581935459706326,0.0,0.0,56.0,0.0,1.0,0.0
37,CC(=O)Nc1cccc(N/C(N)=N/c2nc(C)cc(C)n2)c1,-0.0,1.0,0.0,0.0,93.82486459073914,0.0,0.0,-0.28705314188296105,1.0,0.0,-0.23952899105824926,0.0,0.0,57.0,0.0,1.0,0.0
38,CC(=O)Nc1cccc(Oc2nc(NCCN(C)C)nc3ccsc23)c1,-0.0,1.0,0.0,0.0,69.40680630700894,0.0,0.0,-0.08859070186735826,0.0,0.0,-0.09014069645125422,0.0,0.0,89.0,0.0,1.0,0.0
39,CC(=O)OC1C([N+]2(C)CCCCC2)C[C@H]2C3CC[C@H]4C[C@H](OC(C)=O)C([N+]5(C)CCCCC5)CC4(C)[C@H]3CCC12C,-0.0,1.0,0.0,0.0,79.89024004149033,0.0,0.0,-0.2008121206457577,0.0,0.0,-0.14881808861324552,1.0,0.0,50.0,0.0,1.0,0.0
40,CC(=O)OCCc1c2ccccc2c(CCCN(C)C)c2ccccc12,-0.0,1.0,0.0,0.0,74.55898101350536,0.0,0.0,-0.2844174636077392,1.0,0.0,-0.24696400416584013,0.0,0.0,69.0,0.0,1.0,0.0
41,CC(=O)OCn1ncc(N2CCOCC2)c(Br)c1=O,1.0,0.0,1.0,0.0,99.65901985988556,0.0,0.0,-0.29194418701865615,1.0,0.0,-0.2400975625479086,0.0,1.0,94.0,0.0,1.0,0.0
42,CC(=O)c1c(NCCc2ccccc2)nc(=S)n(-c2ccccc2)c1C,1.0,0.0,0.0,0.0,97.20619032971632,0.0,0.0,-0.2925202472319792,0.0,0.0,-0.2250617541761985,0.0,0.0,58.0,0.0,1.0,0.0
43,CC(=O)c1ccc(-c2cnc3c(NC=O)cc(-c4ccc(N5CCN(C)CC5)cc4)cn23)cc1,1.0,0.0,0.0,1.0,46.79385548352028,0.0,0.0,-0.08499949409763718,0.0,0.0,-0.06472563753274996,0.0,0.0,66.0,0.0,1.0,0.0
44,CC(=O)c1ccc(Nc2nc(C(N)Cc3ccc(N)cc3)cs2)cc1,-0.0,1.0,0.0,0.0,73.8298121035931,0.0,0.0,-0.2769566862732037,0.0,0.0,-0.22143785860029175,0.0,0.0,87.0,1.0,-0.0,1.0
45,CC(=O)c1cccc(-c2cnc3c(NC=O)cc(-c4ccc(N5CCN(C)CC5)cc4)cn23)c1,1.0,0.0,0.0,1.0,30.403398592780714,0.0,0.0,-0.09428671103187101,0.0,0.0,-0.07333441876330231,0.0,0.0,73.0,0.0,1.0,0.0
46,CC(=O)c1cccc(Nc2cc(C)nc3c(C)cccc23)c1,-0.0,1.0,0.0,0.0,94.51102108993487,0.0,0.0,-0.28371983293431113,1.0,0.0,-0.23746979651112787,1.0,0.0,50.0,0.0,1.0,0.0
47,CC(C(=O)c1ccc(-c2ccccc2)cc1)[n+]1cccc(NC(=O)c2ccccc2)c1,-0.0,1.0,0.0,0.0,92.17200217877853,1.0,0.0,-0.2935976492896227,0.0,0.0,-0.2246142210914506,0.0,0.0,57.0,0.0,1.0,0.0
48,CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1,-0.0,1.0,0.0,0.0,60.586003783113405,0.0,0.0,-0.24572168641826628,0.0,0.0,-0.18427062600818694,0.0,0.0,73.0,0.0,1.0,0.0
49,CC(C)(C)NCC(O)CON=C1c2ccccc2-c2ccccc21,-0.0,1.0,0.0,0.0,84.13689414783188,0.0,0.0,-0.16204785449286108,0.0,0.0,-0.13344786425191552,0.0,0.0,55.0,0.0,1.0,0.0
50,CC(C)(c1ccccc1)c1ccc(OCCCN2CCNCC2)cc1,1.0,0.0,1.0,0.0,99.55698035768141,0.0,0.0,-0.27253332966988203,1.0,0.0,-0.23212554176500122,0.0,0.0,56.0,0.0,1.0,0.0
51,CC(C)=N/N=C(/c1ccc([N+](=O)[O-])cc1)C12CN3CN(CN(C3)C1)C2,1.0,0.0,0.0,0.0,84.7557650926186,1.0,0.0,-0.29617308938439624,0.0,0.0,-0.2204352556339682,0.0,1.0,95.0,0.0,1.0,0.0
52,CC(C)CCNCC(O)CON=C1c2ccccc2-c2ccccc21,1.0,0.0,0.0,0.0,64.505078148843,0.0,0.0,-0.1792401169086698,0.0,0.0,-0.14877042132917517,0.0,0.0,66.0,0.0,1.0,0.0
53,CC(C)C[C@@H]1CN=C(N)N1C[C@@H]1CCCN1C[C@@H](C(C)C)N1C[C@@H](Cc2ccccc2)N(CCc2ccc(Cl)c(Cl)c2)C1=N,-0.0,1.0,0.0,0.0,64.62180065925565,0.0,0.0,-0.08109462655493038,0.0,0.0,-0.06334640040956852,1.0,0.0,50.0,0.0,1.0,0.0
54,CC(C)N1CCN(c2ccc(O)cc2)CC1,1.0,0.0,1.0,0.0,99.00299120576516,0.0,0.0,-0.29269596519654334,1.0,0.0,-0.2589314833336602,0.0,0.0,82.0,0.0,1.0,0.0
55,CC(C)N1CCc2c(sc(NC(=O)c3cc4cc([N+](=O)[O-])ccc4s3)c2C(N)=O)C1,-0.0,1.0,0.0,0.0,81.74077047160188,0.0,0.0,-0.2811518658961182,0.0,0.0,-0.20453419299601505,0.0,0.0,56.0,0.0,1.0,0.0
56,CC(C)N1CCc2c(sc(NC(=O)c3nc4ccccc4s3)c2C(N)=O)C1,-0.0,1.0,1.0,0.0,99.49501960650987,0.0,0.0,-0.2759181044772529,0.0,0.0,-0.19714615492713677,0.0,0.0,68.0,0.0,1.0,0.0
57,CC(C)N1CCc2c(sc(NC(=S)NC(=O)c3ccccc3)c2C#N)C1,1.0,0.0,1.0,0.0,99.13437594875518,1.0,0.0,-0.2945139693884055,0.0,0.0,-0.20593280702526226,0.0,0.0,54.0,0.0,1.0,0.0
58,CC(C)OCC(O)CN1CCN(CCN2C(=O)c3cccc4cccc(c34)C2=O)CC1,-0.0,1.0,0.0,0.0,88.0196229009722,0.0,0.0,-0.09696774993736625,0.0,0.0,-0.09183970089366278,0.0,1.0,93.0,0.0,1.0,0.0
59,CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@@H]2[C@]1(C)CCC1[C@]23C=C[C@]2(C[C@@H](O)CC[C@]12C)N(c1ccc([N+](=O)[O-])cn1)O3,1.0,0.0,0.0,0.0,93.62831329611885,0.0,0.0,-0.2703053885225126,0.0,0.0,-0.21311123682687105,0.0,0.0,73.0,0.0,1.0,0.0
60,CC(C)c1ccc(CNc2nc(NCC3CC3)nc3ccsc23)cc1,1.0,0.0,1.0,0.0,98.82710916966079,0.0,0.0,-0.2573060552605394,0.0,0.0,-0.21851742842764715,0.0,0.0,71.0,0.0,1.0,0.0
61,CC(C)c1ccc(NC(=O)C(c2ccccc2)N2CC(=O)Nc3ccccc32)cc1,1.0,0.0,1.0,0.0,99.52471771193603,1.0,0.0,-0.2946200781958413,0.0,0.0,-0.20302459154112004,0.0,0.0,61.0,0.0,1.0,0.0
62,CC(CC(=O)c1ccc(F)cc1)N1CCN(c2ccccc2)CC1,-0.0,1.0,1.0,0.0,99.59142841710778,1.0,0.0,-0.29367709851800006,0.0,0.0,-0.21979400254873435,0.0,0.0,79.0,0.0,1.0,0.0
63,CC(Sc1nnc(NC(=O)c2cc3ccccc3oc2=O)s1)c1ccccc1,1.0,0.0,1.0,0.0,98.88181578333378,0.0,0.0,-0.28280760926362053,0.0,0.0,-0.21213665641457083,0.0,0.0,53.0,0.0,1.0,0.0
64,CC/C(=N\O)c1c(O)c2c(n(-c3ccccc3)c1=O)CCCC2,1.0,0.0,1.0,0.0,99.72500367403865,1.0,0.0,-0.29611613112202567,0.0,0.0,-0.21149432693195733,0.0,0.0,53.0,0.0,1.0,0.0
65,CC1(C)CC(NC(=O)c2ccc(Cl)c(S(=O)(=O)N(Cc3ccccc3)c3ccccc3)c2)CC(C)(C)N1,1.0,0.0,0.0,0.0,97.97255014075525,0.0,0.0,-0.2357928139043702,0.0,0.0,-0.17327508463948757,1.0,0.0,51.0,0.0,1.0,0.0
66,CC1(C)Cc2c(c(N3CCCC3)nc3sc4c(N5CCN(CCO)CC5)ncnc4c23)CO1,1.0,0.0,0.0,0.0,78.41461063566727,0.0,0.0,-0.08201751440318909,0.0,0.0,-0.09131373485812315,0.0,0.0,57.0,0.0,1.0,0.0
67,CC1(C)N=C(N)N=C(N)N1c1ccc(CCCCc2ccccc2)cc1,-0.0,1.0,0.0,0.0,81.47299232809402,0.0,0.0,-0.28654844057686146,0.0,0.0,-0.22252377762939565,0.0,0.0,85.0,0.0,1.0,0.0
68,CC1(C)Nc2cccc3cccc(c23)N1,-0.0,1.0,0.0,0.0,88.36123929613684,0.0,0.0,-0.29213741994114,1.0,0.0,-0.25178141765939166,0.0,0.0,65.0,1.0,-0.0,1.0
69,CC12CNCC(C)(CNC1)C2O,1.0,0.0,0.0,0.0,85.72639132699018,0.0,0.0,-0.28231859474281396,1.0,0.0,-0.2765928641771896,0.0,0.0,57.0,0.0,1.0,0.0
70,CC1=CC(=Cc2sc3ccccc3[n+]2C)C=C(C)O1.[O-][Cl+3]([O-])([O-])[O-],-0.0,1.0,0.0,0.0,84.728668422215,0.0,0.0,-0.09639104844733595,0.0,0.0,-0.07881675249289385,0.0,0.0,60.0,0.0,1.0,0.0
71,CC1=CC(C)(C)N=C(Nc2nc(C)c3cc(C)cc(C)c3n2)N1,-0.0,1.0,0.0,0.0,82.87798656016555,0.0,0.0,-0.09128784171841028,0.0,0.0,-0.09285762283473044,0.0,0.0,78.0,1.0,-0.0,1.0
72,CC1=Nc2cc(C(=O)NCCCN3CCN(C)CC3)ccc2Sc2ccc(C)cc21,1.0,0.0,0.0,0.0,93.28623448148961,0.0,0.0,-0.08866322541451109,0.0,0.0,-0.07220268479807379,0.0,0.0,77.0,0.0,1.0,0.0
73,CC1CCCCN1CC(=O)Nc1ccc(N2CCCCCC2)cc1,-0.0,1.0,0.0,0.0,82.50403441775747,0.0,0.0,-0.2909264674353224,0.0,0.0,-0.22756514416102525,0.0,1.0,92.0,1.0,-0.0,1.0
74,CC1CCCCN1CCNC(=O)c1cc2c(-c3ccccc3F)nn(C)c2s1,1.0,0.0,0.0,0.0,96.1872148565687,0.0,0.0,-0.23970400319771681,0.0,0.0,-0.1717799597468098,0.0,0.0,55.0,0.0,1.0,0.0
75,CC1CCCN(CCCNC(=O)c2cc3c(Cl)nc4ccccc4c3s2)C1,1.0,0.0,0.0,0.0,81.43469492504003,0.0,0.0,-0.12163814740493688,0.0,0.0,-0.08507562594464348,0.0,0.0,66.0,0.0,1.0,0.0
76,CC1CCN(CC(=O)Nc2ccc(N3CCCCCC3)cc2)CC1,-0.0,1.0,0.0,0.0,81.21484317426449,0.0,0.0,-0.29077508208796154,0.0,0.0,-0.22802258546520102,0.0,0.0,74.0,1.0,-0.0,1.0
77,CC1CCN(CCOCCOc2ccc(Cl)cc2Br)CC1,1.0,0.0,1.0,0.0,98.99915807531437,0.0,0.0,-0.276558829709782,0.0,0.0,-0.22086437301241443,1.0,0.0,52.0,0.0,1.0,0.0
78,CC1CN(C)C(C)c2c1oc1ccc(N)cc21,-0.0,1.0,0.0,0.0,87.10382740965993,0.0,0.0,-0.21030865381570596,0.0,0.0,-0.1800577765870856,0.0,1.0,94.0,0.0,1.0,0.0
79,CCC(/C=C1\Sc2ccc(OC)cc2N1CCO)=C\c1sc2ccc(OC)cc2[n+]1CCO,-0.0,1.0,0.0,1.0,43.35701464873938,0.0,1.0,-0.02328543024752497,0.0,1.0,-0.021213394091893607,0.0,0.0,82.0,1.0,-0.0,1.0
80,CCC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2,-0.0,1.0,0.0,0.0,90.38113441988102,0.0,0.0,-0.18327249707499688,0.0,0.0,-0.15468881552492808,0.0,0.0,69.0,0.0,1.0,0.0
81,CCC(C)(C)c1ccc(OCCCC[n+]2cccc(C)c2)c(C(C)(C)CC)c1,-0.0,1.0,0.0,0.0,62.12794653528368,0.0,0.0,-0.08856795679294026,0.0,0.0,-0.06774349197217079,0.0,0.0,76.0,0.0,1.0,0.0
82,CCC(C)(C)c1ccc(OCCCC[n+]2cccc(C)c2C)c(C(C)(C)CC)c1,-0.0,1.0,0.0,0.0,62.99749632681912,0.0,0.0,-0.16261985559793238,0.0,0.0,-0.12836807777262188,0.0,0.0,66.0,0.0,1.0,0.0
83,CCC(C)[C@H](N)c1cn([C@@H](Cc2cc3ccccc3[nH]2)C(=O)N2CCNCC2)nn1,-0.0,1.0,1.0,0.0,99.2027748432794,0.0,0.0,-0.22287683420523605,0.0,0.0,-0.17173054827565973,0.0,1.0,95.0,0.0,1.0,0.0
84,CCC1CCCCN1CCCNC(=O)c1cc2c(Cl)nc3ccccc3c2s1,1.0,0.0,0.0,0.0,81.37062458358007,0.0,0.0,-0.14668683326454587,0.0,0.0,-0.1114734012000002,0.0,0.0,64.0,0.0,1.0,0.0
85,CCCCCCCCCCCC1N=C(N)NC(CCCO)=C1C(=O)OC,-0.0,1.0,0.0,0.0,64.33852889245814,0.0,0.0,-0.2784146837710854,0.0,0.0,-0.20165837654866292,0.0,0.0,88.0,0.0,1.0,0.0
86,CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H](N)CO,1.0,0.0,0.0,0.0,78.32686547332176,0.0,0.0,-0.1562028711340346,0.0,0.0,-0.11432540034984737,0.0,0.0,54.0,0.0,1.0,0.0
87,CCCCCCCCCCCCCCC(O)C[N+](C)(CCO)CCO,-0.0,1.0,0.0,0.0,67.13199982915904,0.0,0.0,-0.21639292623255413,0.0,0.0,-0.15323785770268464,0.0,0.0,84.0,0.0,1.0,0.0
88,CCCCCCCCCCCCCCCC(O)C[N+](C)(C)CCO,-0.0,1.0,0.0,1.0,42.386414657833896,0.0,0.0,-0.20347469766297377,0.0,0.0,-0.1487559006268116,0.0,0.0,80.0,0.0,1.0,0.0
89,CCCCCCCCCCCCCCCC1C[N+](C)(C)CCOP(C)(=O)O1,-0.0,1.0,0.0,0.0,72.22264165934064,0.0,0.0,-0.21473605248805044,0.0,0.0,-0.1683577657452195,0.0,0.0,81.0,0.0,1.0,0.0
90,CCCCCCCCCCCCCCCC[N+](C)(C)C,-0.0,1.0,0.0,1.0,44.76029678029397,0.0,0.0,-0.23565984039674326,0.0,0.0,-0.18486373845835094,0.0,0.0,80.0,0.0,1.0,0.0
91,CCCCCCCCCCCCCCCC[N+](C)(C)CC,-0.0,1.0,0.0,1.0,42.24760400866454,0.0,0.0,-0.1980169474248733,0.0,0.0,-0.16368844998098472,0.0,0.0,81.0,0.0,1.0,0.0
92,CCCCCCCCCCCCCCCC[N+](C)(C)CCl,-0.0,1.0,0.0,1.0,50.38583816481843,0.0,0.0,-0.20156608377260798,0.0,0.0,-0.16199578638223225,0.0,0.0,87.0,0.0,1.0,0.0
