,SMILES,False positives,True positives,FP - DVRL,TP - DVRL,Score - DVRL,FP - score,TP - score,Score - score,FP - filter,TP - filter,Score - filter
40,CC(/C=C1\SC(=O)N(CC(=O)Nc2ccc(O)cc2)C1=O)=C\c1ccccc1,-0.0,1.0,1.0,0.0,0.0,0.0,0.0,87.0,0.0,1.0,0.0
41,CC(=CCOc1ccc2ccc(=O)oc2c1)C1=CC(=O)C(C)(C)O1,-0.0,1.0,0.0,1.0,1.0,0.0,1.0,107.0,0.0,1.0,0.0
42,CC(=NNC(=S)N1CCC1)c1ccccn1,-0.0,1.0,0.0,1.0,1.0,0.0,0.0,94.0,0.0,1.0,0.0
43,CC(=NNC(=S)N1CCN(C2CCCCCC2)CC1)c1ccccn1,-0.0,1.0,0.0,1.0,1.0,0.0,0.0,94.0,0.0,1.0,0.0
44,CC(=NNc1cc(C)c2ccccc2n1)c1ccccn1,-0.0,1.0,0.0,1.0,1.0,0.0,0.0,94.0,0.0,1.0,0.0
45,CC(=O)N(C1=C(Cl)C(=O)c2ccccc2C1=O)C1CCCCC1,-0.0,1.0,0.0,1.0,1.0,0.0,0.0,99.0,1.0,-0.0,1.0
46,CC(=O)N1CCN(c2ccc(NC(=O)c3ccc([N+](=O)[O-])o3)cc2Cl)CC1,-0.0,1.0,1.0,0.0,0.0,0.0,0.0,101.0,1.0,-0.0,1.0
47,CC(=O)N1CCOc2ccc(S(=O)(=O)N3CCN(c4cccc(C(F)(F)F)c4)CC3)cc21,-0.0,1.0,0.0,1.0,1.0,0.0,0.0,92.0,0.0,1.0,0.0
48,CC(=O)N1CCc2c(sc(NC(=O)c3ccc([N+](=O)[O-])o3)c2C#N)C1,-0.0,1.0,0.0,1.0,1.0,0.0,0.0,96.0,0.0,1.0,0.0
49,CC(=O)NC(CCc1ccc(Cl)c(Cl)c1)c1cccc(O)c(=O)c1,-0.0,1.0,1.0,0.0,0.0,0.0,0.0,91.0,0.0,1.0,0.0
50,CC(=O)NC(c1ccc(C(C)C)cc1)c1ccc2cccnc2c1O,-0.0,1.0,0.0,1.0,1.0,0.0,0.0,94.0,1.0,-0.0,1.0
51,CC(=O)NC(c1ccc(Cl)cc1)c1ccc2cccnc2c1O,-0.0,1.0,0.0,1.0,1.0,0.0,0.0,94.0,1.0,-0.0,1.0
52,CC(=O)NC(c1ccc2ccccc2c1)c1ccc2cccnc2c1O,-0.0,1.0,0.0,1.0,1.0,0.0,0.0,92.0,1.0,-0.0,1.0
53,CC(=O)Nc1cc(-c2cccc(C(=O)NCCN(C)C)c2)cn2c(-c3cccc(C(F)(F)F)c3)cnc12,-0.0,1.0,1.0,0.0,0.0,0.0,1.0,106.0,0.0,1.0,0.0
54,CC(=O)Nc1ccc(-c2ccnc3c2CC(C(=O)NCc2ccccc2)O3)cc1,-0.0,1.0,0.0,1.0,1.0,0.0,0.0,91.0,0.0,1.0,0.0
55,CC(=O)Nc1ccc(NC(=O)c2nc(S(=O)(=O)Cc3ccccc3)ncc2Cl)cc1,-0.0,1.0,1.0,0.0,0.0,0.0,0.0,93.0,0.0,1.0,0.0
56,CC(=O)Nc1ccc(S(=O)(=O)c2ccnc3cc(Cl)ccc23)cc1,-0.0,1.0,0.0,1.0,1.0,0.0,1.0,110.0,0.0,1.0,0.0
57,CC(=O)OC(C)(C)/C=C/C(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(CC(O)C(=O)C4(C)C)C3(C)C(=O)CC12C,-0.0,1.0,0.0,1.0,1.0,0.0,1.0,108.0,0.0,1.0,0.0
58,CC(=O)OC(C)(C)/C=C/C(=O)[C@](C)(O)C1[C@H](O)C[C@@]2(C)C3CC=C4C(C=C(O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)C(=O)C4(C)C)[C@]3(C)C(=O)C[C@]12C,-0.0,1.0,1.0,0.0,0.0,0.0,0.0,101.0,0.0,1.0,0.0
59,CC(=O)OC1CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)C(O)CC65O)C4)OC3C)OC2C)OC(C)C1OC1OC(CO)C(O)C(O)C1O,-0.0,1.0,1.0,0.0,0.0,0.0,1.0,104.0,0.0,1.0,0.0
60,CC(=O)OC1CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)OC(C)C1OC1OC(CO)C(O)C(O)C1O,-0.0,1.0,1.0,0.0,0.0,0.0,0.0,101.0,0.0,1.0,0.0
61,CC(=O)OC1CCC2(C)C(CCC3C4CC=C(C(C)=O)C4(C)OC(=O)CC32)C1,-0.0,1.0,0.0,1.0,1.0,0.0,0.0,100.0,0.0,1.0,0.0
62,CC(=O)[C@@]1(O)Cc2c(O)c3c(c(O)c2[C@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O,-0.0,1.0,1.0,0.0,0.0,0.0,1.0,104.0,1.0,-0.0,1.0
63,CC(=O)c1cc(NC(=O)c2cccc(C(F)(F)F)c2)c(=O)oc1C,-0.0,1.0,0.0,1.0,1.0,0.0,0.0,88.0,0.0,1.0,0.0
64,CC(=O)c1sc(NC(=O)CCS(=O)(=O)c2ccc(Cl)cc2)nc1C,-0.0,1.0,0.0,1.0,1.0,0.0,0.0,89.0,0.0,1.0,0.0
65,CC(=O)n1cc(N(C(=O)CCl)c2ccccc2)c2ccccc21,-0.0,1.0,0.0,1.0,1.0,0.0,1.0,108.0,0.0,1.0,0.0
66,CC(C)(C)C(=O)/C(=C/c1cccc([N+](=O)[O-])c1)n1cncn1,-0.0,1.0,0.0,1.0,1.0,0.0,1.0,104.0,0.0,1.0,0.0
67,CC(C)(C)C(=O)Nc1ccc(NC(=O)c2ccco2)nc1,-0.0,1.0,0.0,1.0,1.0,0.0,1.0,109.0,0.0,1.0,0.0
68,CC(C)(C)N(Cc1ccc2c(c1)OCO2)C(=O)/C=C\S(=O)c1ccccc1,-0.0,1.0,0.0,1.0,1.0,0.0,0.0,95.0,0.0,1.0,0.0
69,CC(C)(C)OC(=O)NCCCC[C@H](NC(=O)c1[nH]cnc1C(=O)N[C@@H](Cc1ccccc1)C(=O)OC(C)(C)C)C(=O)OC(C)(C)C,-0.0,1.0,1.0,0.0,0.0,0.0,1.0,104.0,0.0,1.0,0.0
70,CC(C)(C)OC(=O)NCCCC[C@H](NC(=O)c1[nH]cnc1C(=O)Nc1ccc(CNC(=O)OC(C)(C)C)cc1)C(=O)OC(C)(C)C,-0.0,1.0,1.0,0.0,0.0,0.0,1.0,110.0,0.0,1.0,0.0
71,CC(C)(C)OC(=O)[C@H](Cc1ccccc1)NC(=O)c1nc[nH]c1C(=O)N[C@@H](Cc1ccccc1)C(=O)OC(C)(C)C,1.0,0.0,1.0,0.0,0.0,0.0,1.0,103.0,0.0,1.0,0.0
72,CC(C)(C)S(=O)N1Cc2cc(C(=O)NCCCN3CCOCC3)nc(-c3cccc(C#CCC4CCCC4)c3)c2[C@@H]1CCO,-0.0,1.0,0.0,1.0,1.0,0.0,0.0,82.0,0.0,1.0,0.0
73,CC(C)(C)[C@H](N)C(=O)N[C@H]1CCC2C3CC=C4C[C@@H](O)CC[C@]4(C)C3CC[C@@]21C,-0.0,1.0,0.0,1.0,1.0,0.0,0.0,95.0,0.0,1.0,0.0
74,CC(C)(C)c1nnc(NC(=O)CCS(=O)(=O)c2ccccc2)s1,-0.0,1.0,0.0,1.0,1.0,0.0,0.0,96.0,0.0,1.0,0.0
75,CC(C)(O)/C=C/C(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(C=C(O)C(=O)C4(C)C)C3(C)C(=O)CC12C,-0.0,1.0,0.0,1.0,1.0,0.0,0.0,91.0,0.0,1.0,0.0
76,CC(C)=CCC/C(C)=C/CN1C(=O)N(c2ccc(F)cc2)[C@H]2C[C@@H](c3ccccc3)[C@@H](C)[C@@H](C(=O)N3CCOCC3)C[C@H]21,-0.0,1.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,0.0
77,CC(C)=CCC/C(C)=C/CNC(=O)C[C@H]1C[C@H](C(=O)N2CCOCC2)[C@@]2(C)c3[nH]c4ccc(Cl)cc4c3CCN2C1=O,-0.0,1.0,0.0,1.0,1.0,0.0,1.0,103.0,0.0,1.0,0.0
78,CC(C)=CCNc1ncnc2c1c(C#N)cn2C1OC(CO)C(O)C1O,-0.0,1.0,0.0,1.0,1.0,0.0,0.0,87.0,0.0,1.0,0.0
79,CC(C)C(=O)N1CCN(c2ccc(NC(=O)c3ccc([N+](=O)[O-])o3)cc2)CC1,-0.0,1.0,0.0,1.0,1.0,0.0,0.0,97.0,1.0,-0.0,1.0
80,CC(C)C(=O)N1CCN(c2ccc(NC(=O)c3ccc([N+](=O)[O-])o3)cc2Cl)CC1,-0.0,1.0,1.0,0.0,0.0,0.0,0.0,88.0,1.0,-0.0,1.0
81,CC(C)CC#Cc1ccc([C@@H]2[C@@H](CO)N3CCCCN(S(=O)(=O)c4ccc(F)cc4)C[C@H]23)cc1,-0.0,1.0,0.0,1.0,1.0,0.0,0.0,91.0,0.0,1.0,0.0
82,CC(C)CC#Cc1ccc2c(c1)O[C@@H](CN(C)Cc1ccncc1)[C@H](C)CN([C@@H](C)CO)S2(=O)=O,-0.0,1.0,0.0,1.0,1.0,0.0,0.0,87.0,0.0,1.0,0.0
83,CC(C)CC#Cc1ccc2c(c1)O[C@@H](CN(C)Cc1ccncc1)[C@H](C)CN([C@H](C)CO)S2(=O)=O,-0.0,1.0,0.0,1.0,1.0,0.0,0.0,91.0,0.0,1.0,0.0
84,CC(C)CC#Cc1ccc2c(c1)O[C@@H](CN(C)S(=O)(=O)c1ccc(F)cc1)[C@@H](C)CN([C@@H](C)CO)S2(=O)=O,-0.0,1.0,1.0,0.0,0.0,0.0,0.0,94.0,0.0,1.0,0.0
85,CC(C)CC#Cc1ccc2c(c1)O[C@@H](CN(C)S(=O)(=O)c1ccc(F)cc1)[C@H](C)CN([C@@H](C)CO)S2(=O)=O,-0.0,1.0,1.0,0.0,0.0,0.0,0.0,81.0,0.0,1.0,0.0
86,CC(C)CC#Cc1ccc2c(c1)O[C@H](CN(C)Cc1ccc(C(=O)O)cc1)[C@@H](C)CN([C@H](C)CO)S2(=O)=O,-0.0,1.0,1.0,0.0,0.0,0.0,0.0,79.0,0.0,1.0,0.0
87,CC(C)CC#Cc1ccc2c(c1)O[C@H](CN(C)Cc1ccc(F)cc1)[C@H](C)CN([C@H](C)CO)S2(=O)=O,-0.0,1.0,1.0,0.0,0.0,0.0,0.0,76.0,0.0,1.0,0.0
88,CC(C)CC#Cc1ccc2c(c1)O[C@H](CN(C)S(=O)(=O)c1ccc(F)cc1)[C@@H](C)CN([C@@H](C)CO)S2(=O)=O,-0.0,1.0,1.0,0.0,0.0,0.0,0.0,101.0,0.0,1.0,0.0
89,CC(C)CC#Cc1ccc2c(c1)O[C@H](CN(C)S(=O)(=O)c1ccc(F)cc1)[C@H](C)CN([C@@H](C)CO)S2(=O)=O,-0.0,1.0,1.0,0.0,0.0,0.0,0.0,98.0,0.0,1.0,0.0
90,CC(C)CC#Cc1ccc2c(c1)O[C@H](CN(C)S(=O)(=O)c1ccc(F)cc1)[C@H](C)CN([C@H](C)CO)S2(=O)=O,-0.0,1.0,1.0,0.0,0.0,0.0,0.0,99.0,0.0,1.0,0.0
91,CC(C)CC1NC(=S)N(Cc2ccccc2)C1=O,-0.0,1.0,0.0,1.0,1.0,0.0,0.0,90.0,0.0,1.0,0.0
92,CC(C)CCCCCCCCCCCCC(=O)NCC(=O)NC1C(C)OC(Nc2ncnc3nc[nH]c23)C(O)C1O,-0.0,1.0,1.0,0.0,0.0,0.0,1.0,105.0,0.0,1.0,0.0
93,CC(C)N(CC(=O)Nc1ccc(Cl)cc1C(F)(F)F)C(=O)CCl,-0.0,1.0,0.0,1.0,1.0,0.0,0.0,91.0,0.0,1.0,0.0
94,CC(C)N1CCc2c(sc(NC(=O)c3ccc([N+](=O)[O-])o3)c2C(N)=O)C1,-0.0,1.0,1.0,0.0,0.0,0.0,0.0,95.0,0.0,1.0,0.0
95,CC(C)NC(=O)N(C)C[C@H]1OCCCC[C@@H](C)Oc2ccc(NC(=O)Nc3ccc(C(F)(F)F)cc3)cc2C(=O)N([C@@H](C)CO)C[C@H]1C,-0.0,1.0,1.0,0.0,0.0,0.0,0.0,89.0,0.0,1.0,0.0
96,CC(C)NC(=O)N(C)C[C@H]1OCCCC[C@H](C)Oc2ccc(NC(=O)Nc3ccc(C(F)(F)F)cc3)cc2C(=O)N([C@H](C)CO)C[C@@H]1C,-0.0,1.0,1.0,0.0,0.0,0.0,0.0,93.0,0.0,1.0,0.0
97,CC(C)NC(=O)N1Cc2cc(C(=O)NCC(F)(F)F)nc(-c3cccc(-c4cc5ccccc5o4)c3)c2[C@H]1CCO,-0.0,1.0,1.0,0.0,0.0,0.0,0.0,85.0,0.0,1.0,0.0
98,CC(C)Nc1ccc(Nc2ccnc3cc4ccccc4cc23)cc1,-0.0,1.0,0.0,1.0,1.0,0.0,0.0,97.0,1.0,-0.0,1.0
99,CC(C)c1ccc(-c2nc3ccccc3s2)cc1,-0.0,1.0,0.0,1.0,1.0,0.0,0.0,87.0,0.0,1.0,0.0
100,CC(C)c1ccc(/C=C(\c2nc3ccccc3[nH]2)S(=O)(=O)c2ccccc2)cc1,-0.0,1.0,0.0,1.0,1.0,0.0,0.0,87.0,0.0,1.0,0.0
101,CC(N)C(=O)NC(CO)C(O)C(N)C=O,-0.0,1.0,0.0,1.0,1.0,0.0,0.0,98.0,0.0,1.0,0.0
102,CC(OC(=O)c1ccc(S(C)(=O)=O)c([N+](=O)[O-])c1)C(=O)NC1C2CC3CC(C2)CC1C3,-0.0,1.0,0.0,1.0,1.0,0.0,1.0,105.0,0.0,1.0,0.0
103,CC1(C)CC(=O)C=C(C#CC2(O)CCCCC2)C1,-0.0,1.0,0.0,1.0,1.0,0.0,1.0,108.0,0.0,1.0,0.0
104,CC1(C)CC(=O)c2sc(NC(=O)CCS(=O)(=O)c3ccccc3)nc2C1,-0.0,1.0,0.0,1.0,1.0,0.0,1.0,108.0,0.0,1.0,0.0
105,CC1(Cc2ccc(OC(F)(F)F)cc2)C(=O)Nc2ccc(S(=O)(=O)NC3CCCCC3)cc21,-0.0,1.0,0.0,1.0,1.0,0.0,0.0,89.0,0.0,1.0,0.0
106,CC12CCC(O)CC1CCC1C2CCC2(C)C(C3=CC(=O)OC3)CCC12O,-0.0,1.0,0.0,1.0,1.0,0.0,1.0,105.0,0.0,1.0,0.0
107,CC12CCC3C(CCC4(O)CC(O)CCC34C=NO)C1(O)CCC2C1=COC(=O)C1,-0.0,1.0,0.0,1.0,1.0,0.0,1.0,109.0,0.0,1.0,0.0
108,CC12CCC3C(CCC4(O)CC(O)CCC34C=O)C1(O)CCC2C1=CC(=O)OC1,-0.0,1.0,0.0,1.0,1.0,0.0,0.0,100.0,0.0,1.0,0.0
109,CC1=CC(=O)C(C(C)C)=C/C1=N/OS(=O)(=O)c1ccccc1,-0.0,1.0,0.0,1.0,1.0,0.0,0.0,94.0,1.0,-0.0,1.0
110,CC1=CC(C)(C)N2C(=O)C3(NCCc4c3[nH]c3ccccc43)c3cc(C)cc1c32,-0.0,1.0,0.0,1.0,1.0,0.0,0.0,88.0,0.0,1.0,0.0
111,CC1=CC(C)CC(C)OC(=O)CC(c2ccc(O)cc2)NC(=O)C(Cc2c(Br)[nH]c3ccccc23)N(C)C(=O)C(C)NC(=O)C(C)C1,-0.0,1.0,1.0,0.0,0.0,0.0,0.0,102.0,0.0,1.0,0.0
112,CC1CC(C)CC(C)C(O)C(C#N)=CC=CCC(C2CCCC2C(=O)O)OC(=O)CC(O)C(C)C1,-0.0,1.0,1.0,0.0,0.0,0.0,0.0,101.0,0.0,1.0,0.0
113,CC1CCN(CCc2nc3cc(NS(=O)(=O)c4ccccc4)ccc3n2C)CC1,-0.0,1.0,0.0,1.0,1.0,0.0,0.0,93.0,0.0,1.0,0.0
114,CC1CCN(c2ccc(-c3cccc(NC(=O)C(F)(F)F)c3)nn2)CC1,-0.0,1.0,0.0,1.0,1.0,0.0,0.0,94.0,0.0,1.0,0.0
115,CC1OC(OC2C=C3CCC4C(CCC5(C)C(c6ccc(=O)oc6)CCC45O)C3(C)CC2)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1O,-0.0,1.0,0.0,1.0,1.0,0.0,1.0,105.0,0.0,1.0,0.0
116,CCC(=O)N1CCN(c2ccc(NC(=O)c3ccc([N+](=O)[O-])o3)cc2)CC1,-0.0,1.0,0.0,1.0,1.0,0.0,0.0,89.0,1.0,-0.0,1.0
117,CCC(=O)N1CCN(c2ccc(NC(=O)c3ccc([N+](=O)[O-])o3)cc2Cl)CC1,-0.0,1.0,1.0,0.0,0.0,0.0,0.0,99.0,1.0,-0.0,1.0
118,CCC(=O)NC(c1ccc(C)cc1)c1ccc2cccnc2c1O,-0.0,1.0,0.0,1.0,1.0,0.0,0.0,91.0,1.0,-0.0,1.0
119,CCC(=O)OCCNc1cc(Sc2nccn2C)c2nonc2c1[N+](=O)[O-],-0.0,1.0,1.0,0.0,0.0,0.0,1.0,104.0,0.0,1.0,0.0
120,CCC(=O)Oc1ccc2c(C)cc(=O)oc2c1C(=O)c1ccccc1,-0.0,1.0,0.0,1.0,1.0,0.0,0.0,88.0,0.0,1.0,0.0
121,CCC(C)(O)C(=O)OC1C(=O)OC2CC3C(C)=CC(=O)C(O)C3(C)C3C4(O)OCC23C1C(C)C4O,-0.0,1.0,0.0,1.0,1.0,0.0,0.0,96.0,0.0,1.0,0.0
122,CCC(C)C1NC(=O)C(NC(=O)C(CC(C)C)N(C)C(=O)C2CCCN2C(=O)C(C)O)C(C)OC(=O)C(Cc2ccc(OC)cc2)N(C)C(=O)C2CCCN2C(=O)C(CC(C)C)NC(=O)[C@H](C)C(=O)[C@H](C(C)C)OC(=O)CC1O,-0.0,1.0,1.0,0.0,0.0,0.0,0.0,94.0,0.0,1.0,0.0
123,CCC(OC(=O)c1ccc(S(C)(=O)=O)c([N+](=O)[O-])c1)C(=O)NC1C2CC3CC(C2)CC1C3,-0.0,1.0,0.0,1.0,1.0,0.0,0.0,94.0,0.0,1.0,0.0
124,CCC(c1nnnn1Cc1ccccc1)N1CCC(n2c(=O)[nH]c3ccccc32)CC1,-0.0,1.0,0.0,1.0,1.0,0.0,0.0,88.0,0.0,1.0,0.0
125,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(N)cccc3nc2-1,-0.0,1.0,0.0,1.0,1.0,0.0,1.0,110.0,0.0,1.0,0.0
126,CCC1CCCCN1S(=O)(=O)c1ccc(NC(=O)c2nc(S(C)(=O)=O)ncc2Cl)cc1,-0.0,1.0,1.0,0.0,0.0,0.0,1.0,104.0,0.0,1.0,0.0
