,SMILES,False positives,True positives,FP - filter,TP - filter,Score - filter
132,CCC1=Nc2cc(C(=O)NCC3CCCO3)ccc2Sc2ccc(Cl)cc21,-0.0,1.0,0.0,0.0,0.0
133,CCC1=Nc2cc(C(=O)NCc3cccnc3)ccc2Sc2ccc(C)cc21,-0.0,1.0,0.0,0.0,0.0
134,CCCC#Cc1ccc([C@H]2[C@@H](CO)N3CCCCN(S(=O)(=O)c4ccccc4C)C[C@H]23)cc1,1.0,0.0,0.0,1.0,0.0
135,CCCC#Cc1ccc([C@H]2[C@H](CO)N3C(=O)CN(C(=O)Nc4cc(F)ccc4F)C[C@@H]23)cc1,1.0,0.0,0.0,1.0,0.0
136,CCCC(=O)NC(NC(=S)Nc1ccc(N=Nc2ccccc2)cc1)C(Cl)(Cl)Cl,1.0,0.0,1.0,0.0,1.0
137,CCCC(=O)NC(c1ccc(C(C)C)cc1)c1ccc2cccnc2c1O,1.0,0.0,1.0,0.0,1.0
138,CCCC(=O)NC(c1ccc(Cl)cc1)c1ccc2cccnc2c1O,1.0,0.0,1.0,0.0,1.0
139,CCCC(=O)NC(c1ccc(N(C)C)cc1)c1ccc2cccnc2c1O,1.0,0.0,1.0,0.0,1.0
140,CCCC(=O)Nc1ccc2c(c1)C(=O)N(C)C[C@@H](OC)[C@H](C)CN(C(=O)CN1CCOCC1)[C@H](C)CO2,1.0,0.0,0.0,0.0,0.0
141,CCCC(=O)Nc1ccc2c(c1)nc(CN1CCN(C(=O)OCC)CC1)n2CC,-0.0,1.0,0.0,0.0,0.0
142,CCCC(=O)Nc1nc2ccc(NC(=O)c3c(F)c(F)c(OC)c(F)c3F)cc2s1,-0.0,1.0,1.0,0.0,1.0
143,CCCCC(=NCCc1c(C)[nH]c2ccc(OC)cc12)C1=C(O)CC(c2ccccc2)CC1=O,1.0,0.0,1.0,0.0,1.0
144,CCCCC(=NCCc1c(C)[nH]c2ccccc12)C1=C(O)CC(c2ccccc2)CC1=O,-0.0,1.0,1.0,0.0,1.0
145,CCCCC1(C2CCCC2)NC(=O)NC1=O,1.0,0.0,0.0,1.0,0.0
146,CCCCCCCCCC(=O)OCC(O)CO,1.0,0.0,1.0,0.0,1.0
147,CCCCN(C(=O)c1cc(S(=O)(=O)N2CCCCC2)ccc1Cl)c1c(N)n(CC(C)C)c(=O)[nH]c1=O,1.0,0.0,1.0,0.0,1.0
148,CCCCN.N#C/C(=C\c1ccc(O)cc1)C(=O)O,1.0,0.0,0.0,0.0,0.0
149,CCCCN1C(=O)/C(=C/C=C2\Oc3ccccc3N2CC)SC1=S,-0.0,1.0,0.0,0.0,0.0
150,CCCCN1C(=O)CC(C(=O)OCC)=C1C,1.0,0.0,1.0,0.0,1.0
151,CCCCNC(=O)C(=O)Nc1ccc2c(c1)N(S(=O)(=O)c1cccs1)CCC2,-0.0,1.0,0.0,1.0,0.0
152,CCCCNC(=O)CSc1nc2ccc(C)cc2[nH]1,1.0,0.0,0.0,1.0,0.0
153,CCCCNC(=O)c1onc(CSc2ccccc2C)c1C(=O)O,1.0,0.0,0.0,1.0,0.0
154,CCCCNc1c(-c2ccc(SC(C)CC)c(OC)c2)nc2ccc(C)cn12,1.0,0.0,1.0,0.0,1.0
155,CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,1.0,0.0,0.0,1.0,0.0
156,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,1.0,0.0,0.0,1.0,0.0
157,CCCCn1c(CN2CCN(c3cccc(Cl)c3)CC2)nc2c1c(=O)[nH]c(=O)n2C,-0.0,1.0,0.0,1.0,0.0
158,CCCCn1cnc2c(c(CC#N)nn2-c2ccccc2)c1=N,-0.0,1.0,0.0,1.0,0.0
159,CCCCn1nc(NC(=O)CC)c2cc3cc(OC)ccc3nc21,1.0,0.0,0.0,1.0,0.0
160,CCCN1[C@H](C(=O)N2CCOCC2)[C@@H](CO)[C@@H]2Cn3c(ccc(/C=C/c4ccccc4)c3=O)[C@@H]21,1.0,0.0,0.0,1.0,0.0
161,CCCNC(=O)N1CC2(CN(CC3CCCCC3)C2)c2c(n(C)c3cc(OC)ccc23)[C@H]1CO,1.0,0.0,0.0,1.0,0.0
162,CCCNC(=O)N1CC2(CN(S(=O)(=O)c3cccc(OC)c3)C2)c2c(n(C)c3cc(OC)ccc23)[C@H]1CO,1.0,0.0,0.0,0.0,0.0
163,CCCNC(=O)N1C[C@@H]2[C@H](c3ccccc31)[C@H](CO)N2Cc1ccc(OC)cc1,1.0,0.0,0.0,1.0,0.0
164,CCCNC(=O)N1[C@H](C#N)[C@H](c2ccc(C#Cc3ccc(F)cc3)cc2)[C@@H]1CO,1.0,0.0,0.0,1.0,0.0
165,CCCNC(=O)N1[C@H](CO)[C@@H](c2ccc(C3=CCCC3)cc2)[C@@H]1CN(C)C(C)=O,1.0,0.0,0.0,1.0,0.0
166,CCCNC(=O)c1ccc2c(=O)c(O)c(-c3cccc(Br)c3)[nH]c2c1,1.0,0.0,0.0,1.0,0.0
167,CCCOCCOC(=O)c1[nH]c2c(c1C)C(=O)CC(c1cc(OC)ccc1OC)C2,-0.0,1.0,0.0,0.0,0.0
168,CCCOc1ccc(C(=O)CCCC(=O)c2ccc(OCCC)cc2)cc1,1.0,0.0,1.0,0.0,1.0
169,CCCc1nc(SC2CCCC2)c2c(=O)n(C)c(=O)n(C)c2n1,1.0,0.0,0.0,1.0,0.0
170,CCCc1nc2ccccc2c(C(=O)OCC(=O)NCc2ccc3c(c2)OCO3)c1CC,1.0,0.0,0.0,1.0,0.0
171,CCCn1c(CN2CCN(C(=O)OCC)CC2)nc2cc(NC(=O)CC)ccc21,-0.0,1.0,0.0,0.0,0.0
172,CCN(C(=O)COC(=O)/C=C/c1c(C)nn(-c2ccccc2)c1C)c1c(N)n(Cc2ccccc2)c(=O)[nH]c1=O,1.0,0.0,1.0,0.0,1.0
173,CCN(C(=O)COC(=O)c1cc(-c2ccccc2)nc2c1c(C)nn2-c1ccc(C)cc1)C1CCS(=O)(=O)C1,1.0,0.0,0.0,0.0,0.0
174,CCN(C(=O)COC(=O)c1cc2c(s1)CCCC2)c1c(N)n(Cc2ccccc2)c(=O)[nH]c1=O,1.0,0.0,0.0,1.0,0.0
175,CCN(C(=O)COC(=O)c1cccc2ccccc12)c1c(N)n(Cc2ccccc2)c(=O)[nH]c1=O,1.0,0.0,0.0,1.0,0.0
176,CCN(C(=O)COc1ccc2ccc(=O)oc2c1)C1CCCCC1,1.0,0.0,0.0,1.0,0.0
177,CCN(C(=O)CSc1nc2ccccc2c(=O)n1-c1ccccc1F)C1CCS(=O)(=O)C1,-0.0,1.0,0.0,1.0,0.0
178,CCN(CC(=O)Nc1c(F)cccc1F)C(=O)C1CC1,-0.0,1.0,0.0,1.0,0.0
179,CCN(CC(=O)Nc1cc(Cl)ccc1-n1cncn1)Cc1nc2ccccc2c(=O)[nH]1,1.0,0.0,0.0,1.0,0.0
180,CCN(CC)C(=O)c1oc2ccc(S(=O)(=O)N3CC(C)CC(C)C3)cc2c1C,-0.0,1.0,0.0,1.0,0.0
181,CCN(CC)C(=S)SSC(=S)N(CC)CC,1.0,0.0,0.0,0.0,0.0
182,CCN(CC)CCCNc1nc2ccccc2c2[nH]c3ccc(OC)cc3c12,1.0,0.0,0.0,0.0,0.0
183,CCN(CC)CCCNc1nc2ccccc2c2nc(-c3ccncc3)nn12,-0.0,1.0,0.0,1.0,0.0
184,CCN(CC)CCn1c2c(c(SCC(=O)Nc3ccc(F)c(F)c3)nc1=O)CCC2,1.0,0.0,0.0,0.0,0.0
185,CCN(CC)CCn1nc2c3c(cccc3c1=O)-c1ccccc1-2,-0.0,1.0,0.0,1.0,0.0
186,CCN(CC)S(=O)(=O)c1ccc(NC(=O)C2CC(=O)N(c3ccc4c(c3)OCCO4)C2)cc1,1.0,0.0,0.0,1.0,0.0
187,CCN(CC)c1ccc(/C=C(/C#N)c2nc3ccc(C)cc3[nH]2)c(OC(C)C)c1,-0.0,1.0,1.0,0.0,1.0
188,CCN(CC)c1ccc(/C=N/NC(=O)c2cnccn2)cc1,-0.0,1.0,0.0,0.0,0.0
